TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PP,CDS,PH,FE-JONS,PCPE-EK,POSI,UCE,F.N.,UNA,UV,E.U.,PSE-EE/PSOE,PREPAL,AA,LV-GV,DN,PACMA/ZAAAA,MSR,UCL,PUM+J,PFYV,FA,CDL,AES,UPD,IF,PNV...(E09),SAIN,PSA,ARALAR-EA...(E09),IZAN-RG,RC,EB-B...(E09),LIBERTAS-C´S,I.I.
BIZKAIA,020,BILBAO,7,26,B,659,296,1,295,3,292,363,62,0,0,0,0,1,0,0,0,0,0,115,0,0,0,0,0,0,0,1,0,0,0,0,5,1,80,0,0,6,0,0,0,0,21
BIZKAIA,020,BILBAO,7,27,A,658,278,1,277,4,273,380,52,0,0,0,0,1,2,0,0,0,0,112,0,0,2,0,0,0,0,3,0,1,0,0,4,0,52,0,1,8,0,0,12,0,23
BIZKAIA,020,BILBAO,7,27,B,682,264,0,264,4,260,418,59,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,2,0,0,0,1,13,0,62,0,0,5,0,0,9,0,17
BIZKAIA,020,BILBAO,7,28,U,767,220,4,216,0,216,547,54,0,0,0,0,0,0,1,0,0,0,81,0,0,3,0,1,0,0,1,0,0,0,0,4,0,40,0,0,5,1,0,3,0,22
BIZKAIA,020,BILBAO,7,29,U,993,362,2,360,3,357,631,89,0,0,0,0,0,0,0,0,0,0,141,0,0,2,1,0,0,0,1,1,0,0,0,4,0,58,0,0,8,3,0,10,1,38
BIZKAIA,020,BILBAO,7,30,U,785,253,0,253,4,249,532,53,0,0,0,0,1,1,0,0,0,0,94,0,0,0,0,1,1,0,1,0,0,0,0,1,1,56,0,0,7,0,0,7,0,25
BIZKAIA,020,BILBAO,7,31,U,548,208,1,207,1,206,340,31,0,0,0,0,1,0,0,0,0,0,99,0,0,3,0,0,0,0,1,0,0,0,0,0,0,41,0,0,5,0,0,5,0,20
BIZKAIA,020,BILBAO,7,32,A,552,227,1,226,2,224,325,62,2,0,0,2,0,0,0,0,0,0,97,0,0,1,1,0,0,0,0,0,0,0,0,3,0,38,0,0,3,0,0,6,0,9
BIZKAIA,020,BILBAO,7,32,B,595,247,3,244,4,240,348,56,0,0,0,1,1,1,0,0,0,0,104,0,0,3,0,0,1,0,0,0,0,0,0,2,0,41,0,1,5,0,0,9,2,13
BIZKAIA,020,BILBAO,7,33,U,838,344,3,341,6,335,494,54,0,0,0,1,0,0,1,0,0,0,149,0,0,2,1,1,0,0,2,0,0,0,0,4,0,67,0,0,11,0,0,11,0,31
BIZKAIA,020,BILBAO,7,34,U,758,275,8,267,1,266,483,34,0,0,0,0,0,1,0,0,0,0,86,0,0,4,0,3,0,0,2,0,0,1,10,2,0,69,1,0,7,0,0,0,0,46
BIZKAIA,020,BILBAO,7,35,A,668,246,1,245,2,243,422,58,0,0,1,1,0,0,0,0,0,0,105,0,0,0,0,1,0,0,1,0,0,0,0,4,0,45,0,0,3,0,0,9,1,14
BIZKAIA,020,BILBAO,7,35,B,660,262,1,261,1,260,398,60,0,0,0,2,0,0,0,0,0,0,106,0,0,0,0,3,0,0,0,0,0,0,0,7,1,57,0,0,5,0,0,8,0,11
BIZKAIA,020,BILBAO,7,36,U,682,230,0,230,0,230,452,46,0,1,0,2,0,0,0,0,1,0,120,0,0,1,1,3,0,0,0,1,0,0,0,6,1,23,0,0,5,1,0,8,0,10
BIZKAIA,020,BILBAO,7,37,U,638,181,3,178,1,177,457,20,1,1,0,0,1,0,0,2,0,0,100,0,0,0,0,0,0,0,1,1,0,0,0,1,0,35,0,0,2,1,0,5,0,6
BIZKAIA,020,BILBAO,7,38,A,552,175,1,174,1,173,377,34,0,0,0,0,0,0,1,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,3,0,34,0,0,4,0,0,8,0,17
BIZKAIA,020,BILBAO,7,38,B,603,198,4,194,2,192,405,42,0,0,0,0,0,0,0,0,0,0,84,0,0,2,0,0,1,0,0,0,0,0,0,8,0,30,0,0,0,0,0,12,0,13
BIZKAIA,020,BILBAO,7,39,U,610,211,0,211,0,211,399,29,0,0,0,0,0,0,0,0,0,1,126,1,0,2,0,0,0,0,1,0,1,0,0,2,0,23,0,0,6,1,1,11,0,6
BIZKAIA,020,BILBAO,7,40,U,909,272,3,269,0,269,637,48,0,0,0,0,2,0,1,0,0,0,144,0,0,1,0,1,0,0,0,1,0,0,1,0,0,44,0,0,3,0,0,4,1,18
BIZKAIA,020,BILBAO,7,41,U,1043,361,0,361,0,361,682,73,0,0,0,2,0,3,0,0,0,0,97,0,0,2,1,1,0,0,1,0,0,0,0,5,0,101,0,0,12,0,0,22,0,41
BIZKAIA,020,BILBAO,7,42,U,891,360,0,360,5,355,531,73,0,0,0,0,0,0,0,0,0,0,118,1,0,2,0,0,0,0,2,0,0,0,0,14,0,92,0,0,12,0,0,16,0,25
BIZKAIA,020,BILBAO,7,43,U,817,321,0,321,1,320,496,74,0,0,0,0,2,0,3,0,0,0,3,0,0,0,20,0,85,0,0,0,0,1,0,5,0,104,0,0,9,2,0,12,0,0
BIZKAIA,020,BILBAO,8,1,A,558,187,1,186,3,183,371,21,0,0,1,0,0,0,0,0,0,1,75,0,0,0,0,1,0,0,2,1,0,0,0,1,0,46,0,0,3,0,1,4,0,26
BIZKAIA,020,BILBAO,8,1,B,566,190,2,188,0,188,376,28,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,0,0,5,0,0,4,0,18
BIZKAIA,020,BILBAO,8,2,A,654,228,0,228,6,222,426,29,0,0,0,0,1,0,0,0,0,0,89,0,0,2,0,1,0,0,0,1,0,0,0,1,0,61,0,0,4,1,0,5,0,27
BIZKAIA,020,BILBAO,8,2,B,756,291,0,291,4,287,465,49,0,0,0,0,0,0,0,0,0,0,119,0,0,2,0,0,0,0,0,1,2,0,0,3,0,71,0,0,4,1,0,14,1,20
BIZKAIA,020,BILBAO,8,3,A,553,203,3,200,0,200,350,30,0,0,0,0,0,0,1,0,0,0,71,0,0,1,0,1,0,0,1,1,0,0,0,4,0,54,0,0,4,1,0,2,0,29
BIZKAIA,020,BILBAO,8,3,B,599,221,2,219,2,217,378,34,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57,0,0,7,0,0,0,0,25
BIZKAIA,020,BILBAO,8,4,A,544,204,0,204,0,204,340,39,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,1,0,0,0,2,0,59,0,0,0,0,0,5,0,19
BIZKAIA,020,BILBAO,8,4,B,622,225,1,224,2,222,397,48,0,0,0,0,0,0,0,0,0,0,93,0,0,1,0,0,0,0,0,1,0,0,0,0,0,47,0,0,6,3,0,2,0,21
BIZKAIA,020,BILBAO,8,5,A,510,183,1,182,0,182,327,22,0,0,0,0,0,0,0,0,0,0,76,0,0,1,0,0,0,0,0,0,0,0,0,3,0,43,0,0,5,0,0,4,0,28
BIZKAIA,020,BILBAO,8,5,B,570,217,1,216,4,212,353,34,2,0,0,0,0,0,0,0,0,0,78,0,0,2,0,2,0,0,1,0,0,0,1,0,0,56,0,0,2,0,0,9,0,25
BIZKAIA,020,BILBAO,8,6,U,827,281,5,276,2,274,546,41,0,0,0,1,0,0,0,1,0,1,123,0,0,0,1,1,0,0,1,1,0,0,0,4,0,61,0,0,5,0,0,7,0,26
BIZKAIA,020,BILBAO,8,7,A,615,183,0,183,1,182,432,25,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,1,0,0,0,1,5,0,35,0,0,5,0,0,6,0,20
BIZKAIA,020,BILBAO,8,7,B,652,199,1,198,3,195,453,37,0,0,0,2,0,1,0,0,0,0,75,0,0,1,0,2,0,0,0,2,0,0,0,4,0,34,0,0,3,0,0,10,1,23
BIZKAIA,020,BILBAO,8,8,A,667,231,0,231,2,229,436,33,0,0,0,2,1,0,0,0,0,0,80,0,0,0,0,1,0,0,0,0,0,0,0,3,0,70,0,0,7,0,0,7,0,25
BIZKAIA,020,BILBAO,8,8,B,700,224,1,223,2,221,476,40,0,1,0,1,0,0,0,0,0,0,67,0,0,0,0,1,0,1,2,0,0,0,0,5,0,58,1,0,8,1,0,4,0,31
BIZKAIA,020,BILBAO,8,9,U,592,191,0,191,2,189,401,47,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,0,25
BIZKAIA,020,BILBAO,8,10,A,466,177,0,177,1,176,289,35,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,2,0,0,0,4,0,56,0,0,2,0,0,2,0,11
BIZKAIA,020,BILBAO,8,10,B,561,211,5,206,1,205,350,54,0,0,0,0,0,0,0,0,0,0,83,0,0,1,0,0,0,0,2,0,0,0,0,2,0,36,0,0,4,0,0,3,0,20
BIZKAIA,020,BILBAO,8,12,U,1012,427,0,427,4,423,585,36,0,0,0,1,0,0,0,1,0,0,87,0,0,0,0,3,0,0,0,0,0,0,0,1,1,182,0,0,11,2,0,12,1,85
BIZKAIA,020,BILBAO,8,13,A,552,194,0,194,2,192,358,62,0,0,0,0,0,0,0,0,0,0,82,0,0,1,0,1,0,0,0,1,0,0,0,5,1,25,0,0,5,0,0,3,1,5
BIZKAIA,020,BILBAO,8,13,B,793,257,0,257,3,254,536,88,0,0,0,1,0,0,0,0,0,0,78,0,0,2,0,0,0,0,1,2,0,0,0,7,2,53,0,0,2,2,0,4,0,12
BIZKAIA,020,BILBAO,8,14,U,1002,369,0,369,5,364,633,103,0,0,0,0,0,0,2,0,0,0,121,0,0,6,0,2,0,0,1,0,0,0,0,23,2,67,0,0,6,0,0,7,0,24
BIZKAIA,020,BILBAO,8,15,A,763,295,1,294,2,292,468,42,0,0,0,0,0,0,0,0,0,1,90,0,0,2,0,1,0,0,0,0,0,0,2,9,0,103,0,0,7,1,0,14,1,19
BIZKAIA,020,BILBAO,8,15,B,843,346,1,345,1,344,497,70,0,0,0,1,0,1,0,0,0,0,111,0,0,3,0,0,0,0,2,1,0,0,2,15,0,106,0,0,10,0,0,5,0,17
BIZKAIA,020,BILBAO,8,16,U,629,300,2,298,2,296,329,103,0,1,0,1,0,0,0,0,0,0,53,0,0,1,1,0,0,0,1,0,0,0,0,7,101,0,0,0,8,0,0,8,0,11
BIZKAIA,020,BILBAO,8,18,A,681,335,2,333,2,331,346,100,1,0,0,0,0,0,0,0,0,0,56,0,0,1,1,1,0,0,2,1,0,0,0,7,1,130,0,0,9,0,0,6,1,14
BIZKAIA,020,BILBAO,8,18,B,711,359,1,358,1,357,352,132,0,0,0,0,0,0,0,0,0,0,55,0,0,1,0,0,0,0,1,0,0,0,0,10,1,118,0,0,13,1,0,7,1,17
BIZKAIA,020,BILBAO,8,19,A,667,339,4,335,3,332,328,93,0,0,0,0,0,1,0,0,0,0,80,0,0,1,0,1,0,0,1,1,0,0,0,11,1,101,0,0,16,0,0,3,0,22
BIZKAIA,020,BILBAO,8,19,B,662,327,1,326,1,325,335,83,0,0,0,2,0,0,0,0,0,0,87,0,0,3,0,0,0,0,2,0,0,0,0,6,1,112,0,0,11,0,0,7,0,11
BIZKAIA,020,BILBAO,8,20,A,647,290,0,290,3,287,357,66,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,1,0,0,4,1,0,0,0,7,0,99,0,0,13,0,0,7,0,20
BIZKAIA,020,BILBAO,8,20,B,642,316,0,316,2,314,326,86,0,1,0,2,0,0,0,0,0,0,69,0,0,0,0,0,0,0,1,0,0,0,1,13,0,105,0,0,7,0,0,5,1,23
BIZKAIA,020,BILBAO,8,21,U,913,394,1,393,4,389,519,91,0,0,0,0,0,0,0,0,0,0,93,0,0,2,0,2,1,0,2,0,0,0,0,3,0,141,0,1,16,1,0,11,0,25
BIZKAIA,020,BILBAO,8,22,A,774,394,2,392,2,390,380,122,0,0,1,0,1,0,0,0,1,0,82,0,0,3,0,2,0,0,1,0,0,0,0,7,0,121,0,0,6,1,0,7,3,32
BIZKAIA,020,BILBAO,8,22,B,786,365,4,361,1,360,421,97,0,0,0,1,0,0,0,0,0,0,102,0,0,1,1,0,0,0,0,0,0,0,0,8,1,111,0,1,3,0,0,8,0,26
BIZKAIA,020,BILBAO,8,23,A,502,214,0,214,5,209,288,48,0,0,0,0,1,0,0,0,0,0,66,0,0,0,2,0,0,0,0,0,0,0,0,2,0,68,0,0,5,0,0,0,0,17
BIZKAIA,020,BILBAO,8,23,B,525,205,10,195,1,194,320,51,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,1,0,0,1,0,0,0,0,3,0,54,0,0,7,0,0,2,1,10
BIZKAIA,020,BILBAO,8,24,A,871,385,3,382,2,380,486,83,0,0,0,0,0,0,0,0,0,0,118,0,0,2,0,1,0,0,3,0,0,0,0,11,0,117,0,1,14,1,0,2,0,27
BIZKAIA,020,BILBAO,8,24,B,926,385,1,384,1,383,541,89,0,0,0,0,0,0,0,0,0,0,112,1,0,3,0,2,1,0,0,1,0,0,0,17,0,111,0,1,11,0,0,1,0,33
BIZKAIA,020,BILBAO,8,25,U,883,308,3,305,1,304,575,52,0,0,0,0,0,0,0,0,0,0,111,0,0,1,0,1,0,0,0,1,0,0,0,3,0,94,0,0,15,0,0,10,0,16
BIZKAIA,021,BUSTURIA,1,1,U,695,401,1,400,3,397,294,13,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,2,224,0,0,43,0,0,2,0,80
BIZKAIA,021,BUSTURIA,1,2,U,786,397,2,395,3,392,389,19,0,0,0,2,0,0,0,0,0,0,49,0,1,1,0,1,0,0,0,0,0,0,0,0,0,163,0,0,30,0,0,3,0,123
BIZKAIA,022,KARRANTZA HARANA / VALLE DE CARRANZA,1,1,A,617,238,3,235,1,234,379,17,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,132,0,0,14,0,0,6,0,26
BIZKAIA,022,KARRANTZA HARANA / VALLE DE CARRANZA,1,1,B,765,290,0,290,4,286,475,21,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,167,0,0,15,0,0,1,1,35
BIZKAIA,022,KARRANTZA HARANA / VALLE DE CARRANZA,1,2,U,504,180,0,180,1,179,324,10,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,97,0,0,6,0,0,4,0,35
BIZKAIA,022,KARRANTZA HARANA / VALLE DE CARRANZA,2,1,U,539,196,0,196,1,195,343,20,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0,2,0,0,0,0,0,0,0,2,0,107,0,0,3,0,0,1,0,22
BIZKAIA,023,ARTEA,1,1,U,616,391,8,383,3,380,225,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,180,0,0,76,1,0,2,0,94
BIZKAIA,024,ZEANURI,1,1,A,608,362,2,360,2,358,246,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,57,2,0,1,0,105
BIZKAIA,024,ZEANURI,1,1,B,449,273,0,273,0,273,176,8,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,168,0,0,32,0,0,3,0,51
BIZKAIA,025,ZEBERIO,1,1,A,348,169,1,168,1,167,179,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,8,0,0,2,0,61
BIZKAIA,025,ZEBERIO,1,1,B,527,286,0,286,1,285,241,4,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,174,0,0,15,0,0,2,0,82
BIZKAIA,026,DIMA,1,1,U,1060,651,2,649,2,647,409,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,322,0,0,47,0,0,0,0,257
BIZKAIA,027,DURANGO,1,1,U,624,301,0,301,2,299,323,35,0,1,0,0,0,0,0,0,0,0,48,0,0,4,0,1,0,0,0,0,0,0,0,1,0,88,0,0,35,0,0,9,0,77
BIZKAIA,027,DURANGO,1,2,U,896,458,0,458,1,457,438,57,0,0,0,1,0,0,0,0,0,0,57,0,1,6,1,2,0,0,0,0,0,0,0,6,0,174,1,1,38,0,0,7,0,105
BIZKAIA,027,DURANGO,1,3,U,781,389,2,387,3,384,392,58,0,0,0,0,0,0,0,0,0,0,88,0,0,2,0,0,0,0,1,0,0,0,0,2,0,142,0,0,17,0,0,6,1,67
BIZKAIA,027,DURANGO,1,4,U,627,248,0,248,2,246,379,35,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,1,1,0,1,1,0,0,0,1,0,75,0,0,17,0,0,2,0,41
BIZKAIA,027,DURANGO,2,1,U,802,356,0,356,4,352,446,43,0,0,0,0,1,0,0,0,0,1,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,101,0,0,29,0,0,6,0,91
BIZKAIA,027,DURANGO,2,2,A,545,263,0,263,5,258,282,19,0,0,0,0,0,0,1,0,0,0,71,0,0,2,0,1,0,0,0,0,0,0,0,1,0,95,0,0,21,1,0,5,0,41
BIZKAIA,027,DURANGO,2,2,B,438,174,0,174,1,173,264,26,0,0,0,1,0,0,0,0,0,0,53,0,0,1,0,0,0,0,0,0,0,0,0,3,0,50,0,0,9,0,0,2,0,28
BIZKAIA,027,DURANGO,2,3,U,745,346,0,346,4,342,399,48,0,0,1,1,0,0,0,0,0,0,60,0,0,3,0,0,0,0,0,0,0,0,0,1,2,148,0,0,26,0,0,3,0,49
BIZKAIA,027,DURANGO,3,1,A,774,357,1,356,3,353,417,46,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,1,0,0,0,3,0,136,0,0,22,0,0,6,0,92
BIZKAIA,027,DURANGO,3,1,B,686,321,2,319,1,318,365,44,0,0,0,0,0,0,0,0,0,1,55,0,0,2,0,0,0,0,0,3,0,0,0,1,0,112,0,0,33,1,0,4,0,62
BIZKAIA,027,DURANGO,3,2,U,1037,365,1,364,7,357,672,51,0,0,0,0,0,0,1,0,0,0,115,0,0,1,0,1,0,0,0,0,1,0,0,1,0,94,0,0,19,0,0,18,0,55
BIZKAIA,027,DURANGO,4,1,A,847,341,0,341,0,341,506,42,0,0,0,0,0,0,0,0,0,0,87,0,0,2,0,1,0,0,0,0,0,0,0,5,0,115,0,0,27,0,0,3,0,59
BIZKAIA,027,DURANGO,4,1,B,692,293,0,293,2,291,399,42,0,0,0,0,0,0,0,0,0,0,76,0,0,1,0,1,0,0,1,1,0,0,0,5,0,94,0,0,21,1,0,4,0,44
BIZKAIA,027,DURANGO,4,2,A,663,316,1,315,0,315,347,45,0,0,0,0,0,0,0,0,0,0,49,0,0,1,0,0,0,0,1,2,0,0,1,2,1,133,0,0,20,0,0,2,1,57
BIZKAIA,027,DURANGO,4,2,B,614,261,1,260,0,260,353,36,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,105,0,0,16,0,0,7,0,46
BIZKAIA,027,DURANGO,4,3,A,868,372,1,371,1,370,496,59,0,0,0,0,0,0,0,0,0,0,80,0,0,3,0,0,0,0,0,0,0,0,0,2,0,126,0,0,18,0,0,1,0,81
BIZKAIA,027,DURANGO,4,3,B,714,295,0,295,3,292,419,47,0,0,0,0,0,0,0,0,0,0,89,0,0,2,0,0,0,0,0,0,0,0,0,2,0,93,0,0,16,1,0,7,0,35
BIZKAIA,027,DURANGO,4,4,A,791,292,0,292,1,291,499,34,0,0,0,0,0,0,0,0,0,0,66,0,0,2,0,0,0,0,0,0,0,0,0,4,1,109,0,0,20,0,0,5,0,50
BIZKAIA,027,DURANGO,4,4,B,626,249,1,248,3,245,377,27,1,0,1,0,0,0,0,0,0,0,66,0,0,0,1,0,0,0,1,0,0,0,0,2,0,85,0,0,16,0,1,4,0,40
BIZKAIA,027,DURANGO,4,5,A,790,316,1,315,3,312,474,29,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,1,0,0,0,0,6,0,115,0,0,33,0,0,5,0,45
BIZKAIA,027,DURANGO,4,5,B,727,336,0,336,3,333,391,46,0,0,0,1,0,0,0,0,0,0,87,1,0,1,0,0,0,0,2,0,0,0,0,9,0,96,0,0,26,0,0,7,0,57
BIZKAIA,027,DURANGO,4,6,A,606,281,0,281,0,281,325,36,0,0,0,0,0,0,0,0,0,0,44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,105,0,0,27,0,0,3,0,64
BIZKAIA,027,DURANGO,4,6,B,511,222,0,222,0,222,289,22,0,0,0,0,0,0,0,0,0,0,57,0,0,1,0,0,1,0,3,3,0,0,0,2,0,72,0,0,18,0,0,4,1,38
BIZKAIA,027,DURANGO,4,7,U,674,252,0,252,2,250,422,22,0,0,0,0,0,0,0,0,0,0,55,0,0,1,0,0,0,0,0,0,0,0,0,3,0,89,0,0,20,0,0,4,1,55
BIZKAIA,027,DURANGO,5,1,U,600,303,0,303,0,303,297,53,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,5,0,156,0,0,24,1,0,6,0,32
BIZKAIA,027,DURANGO,5,2,A,930,370,1,369,4,365,560,41,0,0,0,1,0,0,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,6,0,117,0,1,26,0,0,7,2,73
BIZKAIA,027,DURANGO,5,2,B,751,271,0,271,3,268,480,33,0,0,0,0,0,0,0,0,0,0,63,0,0,1,0,0,0,0,0,1,0,0,0,6,0,99,0,0,13,0,0,7,0,45
BIZKAIA,027,DURANGO,5,3,A,718,342,1,341,7,334,376,31,0,0,0,1,0,0,0,0,0,0,77,0,0,0,0,2,0,0,0,0,0,0,0,6,0,109,0,0,23,0,0,2,0,83
BIZKAIA,027,DURANGO,5,3,B,569,250,2,248,1,247,319,26,0,0,0,0,1,0,0,0,0,0,68,0,0,1,0,1,0,0,0,0,0,0,0,0,0,76,0,0,18,0,0,0,0,56
BIZKAIA,027,DURANGO,5,4,A,569,240,0,240,1,239,329,36,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,1,0,0,1,1,0,0,0,0,0,99,0,0,9,0,0,1,0,52
BIZKAIA,027,DURANGO,5,4,B,421,184,0,184,2,182,237,28,0,0,0,0,0,1,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,0,1,0,89,0,0,16,0,0,2,0,23
BIZKAIA,028,EA,1,1,U,787,475,1,474,2,472,312,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,229,0,0,50,0,0,1,0,178
BIZKAIA,029,ETXEBARRI,1,1,A,527,220,1,219,2,217,307,36,0,0,0,1,0,0,0,0,0,0,48,0,0,2,0,0,0,0,1,0,0,0,0,3,0,77,0,0,11,0,0,4,0,34
BIZKAIA,029,ETXEBARRI,1,1,B,595,222,1,221,2,219,373,26,1,0,0,0,0,0,0,0,1,0,76,0,0,3,0,1,0,0,0,0,0,0,0,5,0,60,0,0,10,0,0,5,1,30
BIZKAIA,029,ETXEBARRI,1,1,C,633,244,0,244,1,243,389,42,0,0,0,0,0,0,0,0,0,0,71,0,0,4,0,1,0,0,2,0,0,0,0,6,0,61,0,0,9,0,0,9,0,38
BIZKAIA,029,ETXEBARRI,1,2,A,823,275,1,274,6,268,548,44,0,0,0,0,1,0,0,0,0,0,137,0,0,3,0,2,0,0,1,0,0,0,0,4,0,41,0,0,9,0,0,9,0,17
BIZKAIA,029,ETXEBARRI,1,2,B,897,298,0,298,5,293,599,44,0,0,0,0,0,0,0,0,0,0,163,0,0,2,0,0,0,0,3,1,0,0,0,5,1,43,0,0,11,0,0,6,0,14
BIZKAIA,029,ETXEBARRI,1,3,A,416,150,2,148,0,148,266,19,1,0,0,1,1,0,0,0,0,1,90,0,0,0,0,0,0,0,2,0,0,0,0,1,0,19,0,1,1,0,0,5,0,6
BIZKAIA,029,ETXEBARRI,1,3,B,410,164,4,160,0,160,246,45,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,1,0,0,0,0,0,0,0,4,0,24,0,0,0,1,0,1,0,2
BIZKAIA,029,ETXEBARRI,1,4,A,383,134,0,134,1,133,249,30,0,0,0,0,2,0,0,0,0,0,76,0,0,1,0,1,0,0,0,0,0,0,0,0,1,14,0,0,4,2,0,2,0,0
BIZKAIA,029,ETXEBARRI,1,4,B,414,123,1,122,0,122,291,28,0,0,0,2,1,0,0,0,0,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,2,0,1,2,0,3
BIZKAIA,029,ETXEBARRI,1,5,A,611,241,2,239,1,238,370,42,0,0,0,0,0,1,0,0,0,0,72,0,0,3,0,3,0,0,1,0,0,0,0,11,1,62,1,0,18,0,0,7,0,16
BIZKAIA,029,ETXEBARRI,1,5,B,584,251,1,250,1,249,333,40,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,0,0,1,0,0,0,0,5,0,98,1,0,19,2,0,4,0,23
BIZKAIA,029,ETXEBARRI,1,6,A,540,171,0,171,1,170,369,29,0,0,0,0,0,0,0,0,0,0,72,0,0,1,0,0,0,0,0,0,0,0,0,5,0,37,0,1,10,1,0,3,0,11
BIZKAIA,029,ETXEBARRI,1,6,B,583,189,0,189,1,188,394,32,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,1,0,0,0,0,0,0,0,11,0,31,0,0,8,0,0,3,1,7
BIZKAIA,030,ETXEBARRIA,1,1,U,642,324,0,324,1,323,318,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,136,0,0,29,1,0,0,0,142
BIZKAIA,031,ELANTXOBE,1,1,U,384,230,1,229,0,229,154,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,26,0,0,0,0,63
BIZKAIA,032,ELORRIO,1,1,A,646,286,0,286,0,286,360,24,0,0,0,0,0,0,0,0,0,0,54,0,0,1,0,1,0,0,0,1,0,0,0,0,0,80,0,0,25,0,0,1,0,99
BIZKAIA,032,ELORRIO,1,1,B,543,211,2,209,0,209,332,26,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,1,0,0,0,1,0,60,0,0,18,0,0,2,1,47
BIZKAIA,032,ELORRIO,1,1,C,406,173,1,172,0,172,233,15,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,0,0,0,3,0,0,0,0,0,48,0,0,23,0,0,4,0,37
BIZKAIA,032,ELORRIO,1,2,A,801,382,1,381,3,378,419,49,0,1,0,0,0,0,0,0,0,0,69,0,0,0,1,0,0,0,0,3,0,0,0,3,2,117,0,0,35,1,0,4,0,93
BIZKAIA,032,ELORRIO,1,2,B,586,266,1,265,1,264,320,28,0,0,0,0,0,0,0,0,0,0,77,1,0,0,0,1,0,0,0,1,0,0,0,1,0,73,0,0,19,2,0,2,0,59
BIZKAIA,032,ELORRIO,1,3,A,967,444,0,444,5,439,523,36,0,0,0,0,0,0,0,0,0,0,68,0,0,1,0,1,0,0,0,1,0,0,0,0,0,148,0,0,52,0,0,2,0,130
BIZKAIA,032,ELORRIO,1,3,B,691,327,1,326,2,324,364,26,0,0,0,0,1,0,0,0,0,0,73,0,0,2,0,0,0,0,0,0,0,0,0,1,0,89,0,0,24,0,0,2,0,106
BIZKAIA,032,ELORRIO,1,4,U,671,279,0,279,0,279,392,13,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89,0,0,32,0,0,4,0,110
