Unnamed: 0,Titulares,NUMERODECLARACIONES,NUMEROHABITANTES,POSICIONAMIENTORENTA BRUTA MEDIANIVELNACIONAL,POSICIONAMIENTORENTA BRUTA MEDIANIVELAUTONÓMICO,RENTA BRUTA MEDIA,RENTA BRUTA MEDIANA,RENTA DISPONIBLEMEDIA,RENTA DISPONIBLEMEDIANA
Agrupación municipios pequeños-34,15759,13666,31420,-,-,21955,17918,18754,16243
Salamanca,198182,174762,327170,,,26967,21228,22244,18458
Carbajosa de la Sagrada-37085,4532,4136,7555,177,5,34803,24402,27728,20781
Cabrerizos-37067,2585,2340,4224,250,7,33319,28247,26725,23369
Aldeatejada-37023,1669,1562,2518,301,11,32336,26500,25933,22226
Carrascal de Barregas-37087,838,775,1415,349,12,31666,27005,25446,22605
Villamayor-37354,4665,4199,7539,399,15,31169,24419,24977,20666
Salamanca-37274,96457,86206,143954,508,24,29913,23454,24395,20234
Monterrubio de Armuña-37202,810,725,1315,538,27,29674,25180,24057,21565
Santa Marta de Tormes-37294,9568,8489,14683,560,30,29519,23203,23931,19825
Doñinos de Salamanca-37117,1302,1174,2288,749,47,28162,22804,23113,19734
Villares de la Reina-37362,4159,3721,6576,756,48,28144,22537,23060,19420
Pelabravo-37240,763,664,1323,995,63,26366,20638,22002,18018
San Cristóbal de la Cuesta-37278,705,636,1114,1052,67,25986,21218,21296,18135
Guijuelo-37156,3431,2985,5484,1187,90,25185,20844,20691,17986
Castellanos de Moriscos-37092,1838,1702,2989,1256,102,24831,21224,20670,18368
Alba de Tormes-37008,3061,2650,5058,1564,148,23129,19135,19452,16794
Fuentes de Oñoro-37140,447,377,1043,1607,154,22928,19580,19141,16790
Calvarrasa de Abajo-37069,674,606,1191,1650,162,22730,18912,19246,16921
Béjar-37046,7204,6309,12021,1811,183,21944,18997,18685,16753
Vitigudino-37376,1568,1326,2363,1815,184,21920,18623,18641,16495
Ciudad Rodrigo-37107,7611,6535,11810,1845,190,21813,18400,18580,16410
Terradillos-37322,1755,1551,3104,1853,191,21775,18684,18417,16412
Peñaranda de Bracamonte-37246,3655,3122,6079,1961,198,21336,18283,18191,16079
Aldeadávila de la Ribera-37014,495,432,1131,2030,204,21035,18288,18065,16131
"Alberca, La-37010",515,467,1061,2049,207,20927,18285,17989,16030
"Fuente de San Esteban, La-37135",697,604,1284,2123,212,20562,17641,17701,15744
Villoria-37374,712,585,1267,2228,226,19985,17589,17241,15807
Ledesma-37170,825,722,1539,2274,230,19803,17144,17100,15387
Lumbrales-37173,853,730,1517,2425,238,19026,15996,16592,14783
Macotera-37174,526,440,1003,2578,240,18191,15753,16163,14743
Agrupación municipios pequeños-37,34262,28992,72722,-,-,19719,16427,17076,15130
Segovia,91858,82253,155258,,,26887,21970,22181,18939
Trescasas-40207,691,645,1103,215,6,33986,29616,27072,24323
"Lastrilla, La-40112",2729,2505,4559,273,8,32897,27009,26258,22385
Palazuelos de Eresma-40155,3840,3559,5830,370,13,31411,26382,25316,22046
Torrecaballeros-40203,909,853,1454,415,16,30982,25124,25041,21250
Segovia-40194,32222,29159,51011,615,35,29078,24161,23768,20652
Real Sitio de San Ildefonso-40181,3188,2850,5183,722,44,28365,24182,23232,20431
San Cristóbal de Segovia-40906,1916,1742,3152,793,50,27910,24261,22706,20458
"Espinar, El-40076",5535,4878,9814,899,54,27062,22188,22265,19207
Valverde del Majano-40216,626,578,1152,911,55,26988,22427,22308,19342
Espirdo-40077,969,921,1543,1155,83,25402,21385,21042,18835
Hontanares de Eresma-40101,949,880,1601,1181,88,25213,21658,21079,18585
Bernuy de Porreros-40031,599,556,1059,1210,95,25050,21695,20791,18573
Coca-40057,956,837,1741,1233,97,24923,19921,20985,17427
Carbonero el Mayor-40043,1403,1243,2492,1236,98,24910,20477,20963,17903
Cantalejo-40040,2037,1738,3546,1257,103,24828,19107,20745,16969
Turégano-40208,529,462,1004,1274,105,24749,19415,20424,16831
Riaza-40170,1096,975,2150,1278,107,24726,19013,20424,16925
Navas de Oro-40145,719,621,1272,1369,121,24286,19298,20469,16999
Cantimpalos-40041,725,653,1364,1389,124,24185,20344,20091,17622
Cuéllar-40063,5802,5126,9608,1414,128,24077,19729,20136,17291
Sanchonuño-40179,562,509,1012,1553,146,23179,19471,19669,17078
Nava de la Asunción-40138,1602,1400,2753,1572,149,23071,19191,19411,16952
Ayllón-40024,679,595,1124,1619,157,22854,17898,19156,16021
Villacastín-40225,833,720,1530,1842,189,21826,19710,18749,17024
Navalmanzano-40141,683,597,1040,2240,227,19936,17498,17069,15520
Agrupación municipios pequeños-40,20059,17651,37161,-,-,23481,18808,19804,16801
Soria,56181,51757,89464,,,26737,22568,22090,19363
Golmayo-42095,1772,1667,3014,293,9,32491,25950,26146,21776
Soria-42173,28688,26858,40096,610,33,29130,24422,23754,20688
Almazán-42020,3470,3146,5426,1061,69,25927,22156,21466,18963
Olvega-42134,2328,2160,3782,1084,73,25779,23688,21477,20118
Burgo de Osma-Ciudad de Osma-42043,3013,2752,5166,1102,76,25704,22505,21475,19296
Agreda-42004,2009,1828,3056,1168,85,25276,22201,21011,18865
San Esteban de Gormaz-42162,1870,1685,2950,1355,120,24357,20559,20402,18041
San Leonardo de Yagüe-42164,1151,1027,1986,1740,174,22273,18773,19089,16786
Arcos de Jalón-42025,855,739,1525,1767,177,22154,18781,18945,16653
Duruelo de la Sierra-42078,633,555,1050,2138,216,20460,16249,17499,15177
Covaleda-42069,1013,890,1582,2244,228,19920,16272,17442,15335
Agrupación municipios pequeños-42,9379,8450,19831,-,-,21741,17590,18594,16092
Valladolid,341868,302270,521071,,,29393,23745,23941,20366
Simancas-47161,3448,3139,5493,34,1,45755,34194,35091,27824
Boecillo-47023,2705,2453,4297,78,3,38742,28237,30427,23764
Arroyo de la Encomienda-47010,13704,12749,21946,299,10,32368,27250,25937,22688
Valladolid-47186,209495,185510,297459,419,17,30908,25002,25041,21361
Renedo de Esgueva-47133,2416,2204,3936,438,20,30712,25644,24806,21683
Viana de Cega-47193,1318,1180,2255,534,26,29696,24011,24037,20569
Zaratán-47231,3942,3599,6342,557,29,29552,25178,23863,21359
Laguna de Duero-47076,14405,12623,22672,606,32,29176,24667,23801,20911
Aldeamayor de San Martín-47007,4002,3618,6035,680,40,28639,24423,23462,20748
Fuensaldaña-47066,1337,1231,2076,692,41,28561,24819,23281,20976
Cistérniga-47052,5823,5215,9182,740,46,28232,24579,23167,20787
Villanubla-47217,1687,1548,2911,958,61,26609,22723,21956,19432
Tudela de Duero-47175,5391,4777,8780,1008,64,26231,22197,21688,19144
Cabezón de Pisuerga-47027,2325,2084,3823,1089,74,25767,22772,21367,19448
Portillo-47122,1473,1255,2371,1112,78,25629,21994,21315,18644
Iscar-47075,3616,3073,6326,1129,80,25541,19568,21152,17258
Tordesillas-47165,5492,4864,8681,1151,82,25430,20466,21033,17753
Villanueva de Duero-47218,667,565,1235,1169,86,25276,21281,21006,18771
Santovenia de Pisuerga-47155,2754,2471,4636,1229,96,24953,21554,20853,18509
Peñafiel-47114,3092,2738,5172,1271,104,24754,20514,20620,17855
Mojados-47090,1955,1724,3331,1309,113,24597,21696,20491,18408
Cigales-47050,3225,2861,5360,1315,115,24568,21671,20551,18724
"Pedraja de Portillo, La-47111",683,565,1175,1397,126,24144,22131,20219,18918
Olmedo-47104,2092,1856,3563,1427,130,23998,21331,20178,18282
Medina del Campo-47085,12308,10667,20090,1461,133,23754,20286,19913,17621
"Seca, La-47158",591,512,1038,1484,135,23593,19243,19850,17411
Quintanilla de Onésimo-47129,520,461,1004,1487,137,23567,20676,19653,17965
Medina de Rioseco-47086,2794,2401,4483,1493,138,23530,20114,19709,17534
Traspinedo-47173,585,507,1242,1578,151,23047,20683,19527,18044
Valdestillas-47182,942,803,1583,1713,171,22412,19941,18983,17470
Matapozuelos-47082,577,500,1008,1800,181,21975,18959,18491,16438
Pedrajas de San Esteban-47112,1948,1641,3382,1805,182,21959,18613,18597,16374
Serrada-47159,702,588,1128,1835,186,21866,17926,18587,15770
Rueda-47139,649,572,1118,1839,187,21836,19338,18489,16815
Villalón de Campos-47214,919,789,1526,1905,193,21579,17470,18530,15906
Villabrágima-47197,529,430,1034,1936,195,21440,18117,18285,16113
Campaspero-47030,566,493,1035,1988,199,21202,17022,18162,15619
Mayorga-47084,716,644,1418,2132,214,20496,16735,17589,15261
Alaejos-47004,718,599,1380,2175,222,20248,17100,17462,15492
Nava del Rey-47101,1032,850,1925,2330,232,19531,17683,16972,16065
Agrupación municipios pequeños-47,18725,15911,37620,-,-,22220,17725,18852,16066
Zamora,100092,87330,166366,,,23453,19278,19721,16959
Morales del Vino-49127,1801,1636,3079,569,31,29418,24104,23953,20492
Zamora-49275,42096,37521,59259,920,58,26869,22828,22154,19652
Roales-49178,615,559,1010,1296,112,24648,21723,20369,18396
Puebla de Sanabria-49166,819,729,1376,1329,116,24501,20865,20358,18272
Benavente-49021,10930,9529,17261,1513,139,23414,19729,19678,17094
Moraleja del Vino-49125,1033,903,1775,1515,140,23405,20618,19634,18007
Toro-49219,5195,4501,8349,1519,142,23375,18550,19661,16467
Villaralbo-49261,1039,922,1798,1585,152,23021,19790,19438,17203
Coreses-49053,528,448,1036,1954,197,21361,17408,18125,15516
Santa Cristina de la Polvorosa-49200,537,462,1039,2040,205,20985,18329,17975,16083
San Cristóbal de Entreviñas-49187,790,671,1344,2113,211,20587,16669,17651,15094
Villalpando-49250,754,638,1417,2130,213,20515,16316,17648,14951
Fuentesaúco-49081,931,776,1588,2144,218,20425,17563,17610,15983
Alcañices-49003,537,471,1048,2205,225,20095,17199,17433,15797
Fermoselle-49065,599,526,1142,2402,236,19158,16011,16798,14532
Agrupación municipios pequeños-49,31888,27038,63845,-,-,18788,15535,16410,14580
Castilla-La Mancha,1192631,1030479,2077445,,,25393,20726,21097,18137
Albacete,230124,199723,387174,,,25094,20250,20862,17787
Albacete-02003,107935,96153,173206,594,18,29254,23848,23769,20452
Almansa-02009,13301,11681,24282,1409,71,24101,19077,20092,16779
Chinchilla de Monte-Aragón-02029,2587,2277,4565,1451,76,23846,20953,19942,18042
"Roda, La-02069",9420,7769,15542,1524,82,23342,19420,19701,17197
Villarrobledo-02081,14411,12053,25189,1582,89,23032,19953,19435,17474
"Gineta, La-02035",1478,1269,2611,1615,96,22883,19260,19359,17042
Madrigueras-02045,2873,2467,4675,1711,107,22421,18872,18948,16908
Balazote-02012,1390,1216,2408,1782,124,22082,17828,18825,15855
Higueruela-02039,675,565,1147,1824,129,21885,17790,18803,15949
Caudete-02025,5708,4850,10146,1826,130,21882,18745,18571,16584
Pozo Cañada-02901,1537,1251,2703,1876,135,21672,19350,18552,17084
Casas-Ibáñez-02024,2698,2339,4581,1989,156,21201,18219,18117,16269
Valdeganga-02075,1122,939,1950,2015,162,21100,17997,18267,16283
Hellín-02037,16692,14373,30516,2038,165,21003,17245,17917,15580
Elche de la Sierra-02030,2054,1755,3576,2091,176,20656,17489,17801,15684
Fuentealbilla-02034,1064,892,1827,2114,180,20586,16962,17814,15502
Tarazona de la Mancha-02073,3738,3024,6138,2157,183,20358,16535,17468,15220
Barrax-02015,1051,870,1849,2167,185,20311,17742,17590,15735
Alcaraz-02008,715,604,1304,2169,187,20289,17212,17636,15516
Casas de Juan Núñez-02021,762,634,1349,2177,189,20246,16927,17614,15406
San Pedro-02071,597,523,1191,2189,192,20171,16148,17399,14775
Tobarra-02074,4524,3757,7824,2238,201,19943,16566,17133,15229
"Bonillo, El-02019",1657,1401,2651,2239,202,19939,17825,17289,15753
Liétor-02044,674,530,1080,2247,204,19910,16211,17578,14994
Ossa de Montiel-02057,1361,1148,2209,2300,216,19678,16993,17025,15401
Peñas de San Pedro-02060,526,458,1447,2303,217,19663,16295,16995,15019
Mahora-02046,811,689,1491,2309,218,19635,16584,17200,15323
Alcalá del Júcar-02007,608,520,1129,2411,235,19115,15800,16703,14677
Fuente-Alamo-02033,1555,1272,2431,2417,237,19071,16010,16711,14911
Pozohondo-02063,945,760,1551,2423,238,19039,15975,16921,15033
Montealegre del Castillo-02051,1214,1031,2040,2481,245,18743,16458,16508,14915
Villalgordo del Júcar-02078,621,520,1086,2482,246,18730,16974,16483,15310
Lezuza-02043,746,631,1291,2499,249,18645,15591,16216,14302
Alpera-02010,1306,1077,2268,2514,253,18531,16250,16460,15133
Villamalea-02079,2512,2159,3929,2520,255,18496,15414,16090,14457
Riópar-02067,725,619,1326,2565,260,18277,14882,16055,14018
Minaya-02048,808,678,1435,2567,262,18266,15455,16206,14698
Munera-02053,2239,1853,3409,2640,268,17731,15377,15661,14505
Ontur-02056,1190,981,1913,2653,269,17651,15511,15836,14697
Yeste-02086,1385,1199,2478,2699,273,17245,14467,15359,14113
Cenizate-02026,731,616,1143,2748,277,16902,14916,15097,14008
Nerpio-02055,707,619,1174,2755,278,16810,13860,14852,13170
Socovos-02072,986,812,1705,2767,280,16701,14515,15025,13877
Agrupación municipios pequeños-02,10485,8889,19409,-,-,19093,15736,16828,14796
Ciudad Real,279871,235515,491127,,,24721,19995,20599,17635
Ciudad Real-13034,46845,42214,75303,348,8,31669,26504,25456,22305
Puertollano-13071,25939,21241,45127,695,24,28544,24367,23360,20983
Alcázar de San Juan-13005,17280,14954,30928,762,27,28122,23059,22871,19758
Poblete-13064,1565,1382,2863,767,28,28070,23754,22960,20413
Argamasilla de Calatrava-13020,3352,2751,5801,853,34,27409,22684,22582,19581
Manzanares-13053,10016,8538,17732,1013,41,26211,22406,21664,19258
Almodóvar del Campo-13015,3644,2936,5788,1054,46,25984,21354,21643,18903
Miguelturra-13056,9027,7785,15769,1093,48,25753,21681,21300,18822
Valdepeñas-13087,16847,14121,30411,1160,52,25359,20422,21096,17965
Membrilla-13054,3628,2922,5825,1334,64,24471,19525,20393,17269
Almagro-13013,4939,4153,8958,1499,78,23509,19277,19697,17035
Campo de Criptana-13028,7512,6042,12960,1576,87,23051,19562,19390,17211
Almadén-13011,2527,2034,4968,1597,94,22964,18883,19472,16817
Tomelloso-13082,19330,16232,36304,1662,102,22657,18323,19051,16317
Daimiel-13039,9736,8128,17629,1715,108,22406,19412,19014,17146
Carrión de Calatrava-13031,1833,1608,3184,1730,112,22320,18900,18926,16567
Argamasilla de Alba-13019,3583,3039,6888,1933,143,21452,16919,18177,15356
Villanueva de los Infantes-13093,2609,2162,4775,1946,148,21397,17215,18334,15588
Alcolea de Calatrava-13007,738,636,1382,1947,149,21390,18588,18532,16816
Pozuelo de Calatrava-13066,1912,1592,3709,1957,151,21352,19076,18169,16919
Santa Cruz de Mudela-13077,2217,1798,3872,1965,153,21301,17624,18245,15864
Corral de Calatrava-13035,631,520,1113,1978,154,21231,18051,18293,16296
Socuéllamos-13078,6577,5476,12123,1999,160,21163,17145,17970,15434
Aldea del Rey-13009,871,696,1573,2004,161,21128,17271,18322,15725
Brazatortas-13024,580,503,1007,2036,163,21015,16216,18249,14896
Pedro Muñoz-13061,4149,3398,7480,2085,173,20688,17325,17649,15692
Torralba de Calatrava-13083,1668,1411,3057,2089,175,20672,17527,17919,15948
Malagón-13052,4363,3642,7745,2191,194,20164,16763,17405,15306
"Solana, La-13079",9094,7362,15242,2224,198,20001,16590,17135,15093
Bolaños de Calatrava-13023,6384,5238,11991,2230,199,19979,16520,17193,15034
Villarrubia de los Ojos-13096,5618,4488,9667,2248,205,19900,16881,17217,15481
Piedrabuena-13063,2492,2052,4352,2252,206,19882,17394,17280,15635
Calzada de Calatrava-13027,2085,1696,3779,2257,207,19857,16984,17376,15481
Chillón-13038,1028,830,1772,2262,208,19838,16863,17551,15380
Viso del Marqués-13098,1283,1048,2135,2275,211,19802,16405,17410,15213
"Robledo, El-13901",547,458,1061,2311,219,19631,17154,17118,15500
Herencia-13047,4469,3610,8385,2321,222,19565,17273,16964,15598
Villarta de San Juan-13097,1453,1180,2710,2328,224,19539,16623,16895,15231
San Carlos del Valle-13074,665,524,1082,2368,229,19356,14730,17000,14223
Puebla de Don Rodrigo-13068,601,505,1108,2401,233,19158,15932,16762,14803
Fuente el Fresno-13044,1765,1419,3072,2413,236,19103,16502,16858,15219
Porzuna-13065,1821,1491,3509,2485,247,18703,16033,16446,14966
Abenójar-13001,698,586,1328,2488,248,18683,16044,16459,15090
Villahermosa-13089,967,799,1718,2523,256,18478,15255,16190,14376
Arenas de San Juan-13018,542,433,1022,2558,259,18294,15263,16238,14635
Fuencaliente-13042,603,487,1008,2566,261,18275,15769,16275,14746
Moral de Calatrava-13058,3016,2390,5109,2601,266,18036,15447,15862,14549
Torrenueva-13085,1619,1232,2651,2628,267,17841,15682,15861,14520
Montiel-13057,797,683,1225,2679,270,17431,14444,15523,13560
Agudo-13002,857,711,1611,2714,274,17158,14688,15348,13890
Villanueva de la Fuente-13092,1094,908,1923,2720,275,17102,14164,15244,13481
Castellar de Santiago-13033,1138,931,1803,2765,279,16753,14538,15114,13941
Albaladejo-13004,647,529,1046,2823,281,16109,13301,14621,12935
Villamanrique-13090,661,520,1084,2828,282,16055,13512,14645,13056
Carrizosa-13032,676,545,1137,2872,283,15373,13797,13988,13308
Agrupación municipios pequeños-13,13333,10946,24323,-,-,18619,15440,16434,14562
Cuenca,115639,99738,197139,,,23331,18650,19764,16727
Cuenca-16078,34549,31182,53512,685,23,28612,24213,23543,20848
Arcas-16905,1299,1179,2094,742,26,28212,23073,23543,20006
Villar de Olalla-16263,803,697,1425,857,35,27390,21974,22907,19307
Motilla del Palancar-16134,3615,3193,6119,1045,44,26022,20595,21502,17910
Tarancón-16203,9153,8006,16257,1362,67,24338,20847,20396,18124
Barajas de Melo-16027,496,425,1012,1687,105,22504,19054,19352,17276
San Lorenzo de la Parrilla-16191,582,490,1106,1813,128,21937,16417,18693,14961
San Clemente-16190,3905,3286,6776,1856,133,21749,17633,18495,15754
Horcajo de Santiago-16106,2092,1746,3671,1919,141,21511,18895,18674,16929
"Valeras, Las-16903",781,619,1587,1935,144,21440,16674,18525,15051
Casasimarro-16066,1864,1579,3157,1939,146,21430,15819,18588,14823
Mota del Cuervo-16133,3628,3047,6108,1953,150,21370,16537,18195,15233
Landete-16117,769,663,1230,2051,167,20919,16969,18080,15619
Iniesta-16113,2567,2143,4453,2146,181,20407,15983,17608,14842
Sisante-16198,961,790,1636,2170,188,20275,15689,17692,14685
"Pedernoso, El-16153",654,555,1124,2178,190,20237,16598,17545,15273
Honrubia-16102,892,730,1554,2183,191,20215,16835,17655,15323
Huete-16112,928,777,1708,2210,197,20073,17005,17717,15590
Fuente de Pedro Naharro-16086,728,635,1234,2233,200,19969,16701,17271,15167
Belmonte-16033,1055,871,1782,2242,203,19929,16806,17316,15235
"Provencio, El-16171",1322,1097,2396,2266,209,19826,15939,17365,14916
Villanueva de la Jara-16251,1610,1379,2292,2294,214,19717,16258,17202,14828
"Pedroñeras, Las-16154",3868,3338,6550,2327,223,19542,15672,16832,14466
Villamayor de Santiago-16249,1347,1100,2405,2394,232,19192,16331,16707,15071
Campillo de Altobuey-16042,748,627,1287,2408,234,19127,16045,16848,14918
Quintanar del Rey-16175,4445,3644,7554,2427,240,19017,15683,16546,14575
Valverde de Júcar-16236,594,488,1085,2435,241,18963,16473,16715,15063
Minglanilla-16125,1324,1087,2280,2506,250,18603,15334,16280,14340
Casas de Fernando Alonso-16061,675,545,1132,2508,251,18597,15149,16508,14276
Ledaña-16118,971,793,1622,2589,264,18079,14385,16143,13991
"Alberca de Záncara, La-16007",911,789,1553,2592,265,18061,14506,16019,13897
"Mesas, Las-16124",1359,1134,2276,2696,272,17279,14853,15330,14050
Villalpardo-16248,625,518,1008,2730,276,17031,14804,15069,14008
Agrupación municipios pequeños-16,24519,20586,46154,-,-,19649,16169,17225,15044
Guadalajara,156217,140128,274524,,,28923,24087,23686,20564
Trillo-19291,540,500,1388,161,3,35310,24642,28384,20966
Cabanillas del Campo-19058,6545,5969,11034,183,4,34578,28152,27397,23400
"Casar, El-19071",7379,6645,13327,214,6,33991,27000,26935,22516
Valdeaveruelo-19300,689,635,1206,329,7,31904,25857,25415,21491
Chiloeches-19105,2451,2213,3977,361,9,31516,25956,25613,21936
Guadalajara-19130,55697,50291,89010,418,11,30925,25573,25093,21619
Uceda-19293,1839,1676,3143,430,12,30788,25522,25073,21651
Alovera-19024,7519,6843,13407,501,14,30030,25802,24405,21600
Villanueva de la Torre-19319,3973,3551,6603,504,15,29954,25854,24371,21719
Yebes-19326,2692,2510,5220,589,17,29284,24397,23775,20518
Galápagos-19126,1511,1364,2673,623,19,29022,24192,23727,20657
Azuqueca de Henares-19046,19399,17261,35498,811,31,27707,24120,22885,20502
Marchamalo-19171,4786,4286,8273,835,32,27535,24034,22748,20541
Torrejón del Rey-19280,3420,3043,6210,842,33,27496,23882,22614,20276
Cifuentes-19086,969,873,1682,892,36,27124,22224,22561,19281
Quer-19230,586,545,1031,903,37,27044,24013,22366,20521
Fontanar-19117,1484,1356,2637,952,38,26642,23677,22034,20096
Horche-19143,1527,1357,2778,1006,40,26250,22724,21759,19457
Pozo de Guadalajara-19225,864,788,1626,1018,42,26195,23126,21700,19795
Tórtola de Henares-19286,797,726,1382,1053,45,25985,23538,21698,20022
