RESULTADOS ELECTORALES POR MESA;;;;;;;;;;;;;EH BILDU...(E24);EH BILDU...(E24);EH BILDU...(E24);PSOE;PSOE;PSOE;EAJ-PNV... (E24);EAJ-PNV... (E24);EAJ-PNV... (E24);PP;PP;PP;SUMAR... (E24);SUMAR... (E24);SUMAR... (E24);PODEMOS;PODEMOS;PODEMOS;VOX;VOX;VOX;SE ACABO LA FIESTA;SE ACABO LA FIESTA;SE ACABO LA FIESTA;PACMA;PACMA;PACMA;FO;FO;FO;IE;IE;IE;PFAC;PFAC;PFAC;EB-AZ;EB-AZ;EB-AZ;Cs;Cs;Cs;IZQESP;IZQESP;IZQESP;EXISTE;EXISTE;EXISTE;PCTE / ELAK;PCTE / ELAK;PCTE / ELAK;PCPE/PCPC;PCPE/PCPC;PCPE/PCPC;PIRATES/REBELDES;PIRATES/REBELDES;PIRATES/REBELDES;JUNTS UE;JUNTS UE;JUNTS UE;VOLT;VOLT;VOLT;RECORTES CERO;RECORTES CERO;RECORTES CERO;PH;PH;PH;CREE EN EUROPA;CREE EN EUROPA;CREE EN EUROPA;SAE;SAE;SAE;CRT;CRT;CRT;F;F;F;PMR;PMR;PMR;PREPAL;PREPAL;PREPAL;FE-JONS;FE-JONS;FE-JONS;GLG;GLG;GLG;ANDALUCISTAS;ANDALUCISTAS;ANDALUCISTAS;J.U.E.X.;J.U.E.X.;J.U.E.X.;EXTREMEÑOS;EXTREMEÑOS;EXTREMEÑOS
TH;Municipio;Cód. Municipio;Distrito;Sección;Mesa;Censo;Votos;Nulos;Válidos;Blancos;V. Candidaturas;Abstención;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos;V. Candidatura;%V. Candidaturas;%V. Válidos
Álava;AMURRIO;"	002";"	01";"	006";"	A";497;257;1;256;;256;240;80;31.25;31.25;60;23.44;23.44;73;28.52;28.52;18;7.03;7.03;3;1.17;1.17;8;3.12;3.12;7;2.73;2.73;1;0.39;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.39;0.39;3;1.17;1.17;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.39;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.39;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;AMURRIO;"	002";"	01";"	006";"	B";513;251;3;248;;248;262;83;33.47;33.47;61;24.6;24.6;53;21.37;21.37;12;4.84;4.84;7;2.82;2.82;11;4.44;4.44;13;5.24;5.24;4;1.61;1.61;0;0.0;0.0;1;0.4;0.4;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.81;0.81;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.4;0.4;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;AMURRIO;"	002";"	01";"	007";"	U";711;361;;361;1;360;350;94;26.11;26.04;112;31.11;31.02;97;26.94;26.87;29;8.06;8.03;8;2.22;2.22;9;2.5;2.49;1;0.28;0.28;5;1.39;1.39;2;0.56;0.55;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;AÑANA;"	049";"	01";"	001";"	U";121;82;;82;;82;39;28;34.15;34.15;10;12.2;12.2;21;25.61;25.61;10;12.2;12.2;1;1.22;1.22;2;2.44;2.44;1;1.22;1.22;1;1.22;1.22;2;2.44;2.44;1;1.22;1.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.22;1.22;0;0.0;0.0;1;1.22;1.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;3;3.66;3.66;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ARAMAIO;"	003";"	01";"	001";"	A";526;260;1;259;1;258;266;139;53.88;53.67;11;4.26;4.25;79;30.62;30.5;2;0.78;0.77;9;3.49;3.47;16;6.2;6.18;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.39;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.39;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ARAMAIO;"	003";"	01";"	001";"	B";611;270;2;268;;268;341;140;52.24;52.24;24;8.96;8.96;76;28.36;28.36;1;0.37;0.37;10;3.73;3.73;9;3.36;3.36;4;1.49;1.49;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.37;0.37;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.37;0.37;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.37;0.37;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.37;0.37;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ARMIÑÓN;"	006";"	01";"	001";"	U";192;86;4;82;1;81;106;8;9.88;9.76;23;28.4;28.05;11;13.58;13.41;21;25.93;25.61;3;3.7;3.66;2;2.47;2.44;9;11.11;10.98;2;2.47;2.44;1;1.23;1.22;0;0.0;0.0;1;1.23;1.22;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ARRAIA-MAEZTU;"	037";"	01";"	001";"	U";634;336;3;333;5;328;298;111;33.84;33.33;49;14.94;14.71;84;25.61;25.23;40;12.2;12.01;9;2.74;2.7;12;3.66;3.6;7;2.13;2.1;4;1.22;1.2;4;1.22;1.2;2;0.61;0.6;0;0.0;0.0;3;0.91;0.9;2;0.61;0.6;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ARRATZUA-UBARRUNDIA;"	008";"	01";"	001";"	A";418;207;1;206;;206;211;61;29.61;29.61;41;19.9;19.9;49;23.79;23.79;31;15.05;15.05;5;2.43;2.43;3;1.46;1.46;5;2.43;2.43;9;4.37;4.37;2;0.97;0.97;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ARRATZUA-UBARRUNDIA;"	008";"	01";"	001";"	B";431;226;1;225;;225;205;72;32.0;32.0;51;22.67;22.67;50;22.22;22.22;28;12.44;12.44;3;1.33;1.33;3;1.33;1.33;7;3.11;3.11;8;3.56;3.56;0;0.0;0.0;2;0.89;0.89;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.44;0.44;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ARTZINIEGA;"	004";"	01";"	001";"	A";694;365;3;362;1;361;329;110;30.47;30.39;64;17.73;17.68;92;25.48;25.41;37;10.25;10.22;16;4.43;4.42;14;3.88;3.87;13;3.6;3.59;1;0.28;0.28;5;1.39;1.38;0;0.0;0.0;4;1.11;1.1;2;0.55;0.55;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0
Álava;ARTZINIEGA;"	004";"	01";"	001";"	B";733;419;2;417;3;414;314;148;35.75;35.49;79;19.08;18.94;103;24.88;24.7;36;8.7;8.63;12;2.9;2.88;15;3.62;3.6;6;1.45;1.44;6;1.45;1.44;3;0.72;0.72;2;0.48;0.48;1;0.24;0.24;2;0.48;0.48;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.24;0.24;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ASPARRENA;"	009";"	01";"	001";"	A";602;317;1;316;1;315;285;169;53.65;53.48;45;14.29;14.24;58;18.41;18.35;11;3.49;3.48;6;1.9;1.9;14;4.44;4.43;5;1.59;1.58;0;0.0;0.0;3;0.95;0.95;1;0.32;0.32;1;0.32;0.32;0;0.0;0.0;1;0.32;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.32;0.32;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ASPARRENA;"	009";"	01";"	001";"	B";680;366;3;363;1;362;314;151;41.71;41.6;70;19.34;19.28;70;19.34;19.28;15;4.14;4.13;11;3.04;3.03;22;6.08;6.06;9;2.49;2.48;3;0.83;0.83;6;1.66;1.65;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;3;0.83;0.83;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;1;0.28;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;AYALA/AIARA;"	010";"	01";"	001";"	A";463;246;;246;5;241;217;68;28.22;27.64;42;17.43;17.07;77;31.95;31.3;24;9.96;9.76;6;2.49;2.44;3;1.24;1.22;8;3.32;3.25;7;2.9;2.85;2;0.83;0.81;1;0.41;0.41;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.83;0.81;1;0.41;0.41;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;AYALA/AIARA;"	010";"	01";"	001";"	B";505;260;5;255;4;251;245;78;31.08;30.59;44;17.53;17.25;81;32.27;31.76;22;8.76;8.63;6;2.39;2.35;5;1.99;1.96;8;3.19;3.14;6;2.39;2.35;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.4;0.39;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;AYALA/AIARA;"	010";"	01";"	001";"	C";453;271;;271;;271;182;90;33.21;33.21;43;15.87;15.87;93;34.32;34.32;24;8.86;8.86;8;2.95;2.95;3;1.11;1.11;7;2.58;2.58;1;0.37;0.37;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.37;0.37;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.37;0.37;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;AYALA/AIARA;"	010";"	01";"	002";"	A";459;220;1;219;1;218;239;85;38.99;38.81;46;21.1;21.0;52;23.85;23.74;11;5.05;5.02;7;3.21;3.2;6;2.75;2.74;6;2.75;2.74;2;0.92;0.91;1;0.46;0.46;0;0.0;0.0;1;0.46;0.46;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.46;0.46;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;AYALA/AIARA;"	010";"	01";"	002";"	B";447;223;1;222;4;218;224;88;40.37;39.64;35;16.06;15.77;45;20.64;20.27;18;8.26;8.11;12;5.5;5.41;4;1.83;1.8;8;3.67;3.6;2;0.92;0.9;2;0.92;0.9;0;0.0;0.0;2;0.92;0.9;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.46;0.45;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.46;0.45;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;BAÑOS DE EBRO/MAÑUETA;"	011";"	01";"	001";"	U";230;140;;140;2;138;90;5;3.62;3.57;27;19.57;19.29;38;27.54;27.14;58;42.03;41.43;0;0.0;0.0;0;0.0;0.0;5;3.62;3.57;3;2.17;2.14;0;0.0;0.0;1;0.72;0.71;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.72;0.71;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;BARRUNDIA;"	013";"	01";"	001";"	U";740;355;3;352;2;350;385;156;44.57;44.32;80;22.86;22.73;59;16.86;16.76;24;6.86;6.82;11;3.14;3.12;7;2.0;1.99;4;1.14;1.14;6;1.71;1.7;1;0.29;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.29;0.28;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;BERANTEVILLA;"	014";"	01";"	001";"	U";377;204;;204;1;203;173;42;20.69;20.59;46;22.66;22.55;58;28.57;28.43;37;18.23;18.14;3;1.48;1.47;5;2.46;2.45;9;4.43;4.41;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.49;0.49;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.49;0.49;1;0.49;0.49;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;BERNEDO;"	016";"	01";"	001";"	U";459;181;2;179;1;178;278;54;30.34;30.17;31;17.42;17.32;43;24.16;24.02;19;10.67;10.61;9;5.06;5.03;4;2.25;2.23;5;2.81;2.79;7;3.93;3.91;3;1.69;1.68;1;0.56;0.56;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;1.12;1.12;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;CAMPEZO/KANPEZU;"	017";"	01";"	001";"	U";875;434;1;433;2;431;441;167;38.75;38.57;75;17.4;17.32;98;22.74;22.63;44;10.21;10.16;17;3.94;3.93;8;1.86;1.85;11;2.55;2.54;4;0.93;0.92;1;0.23;0.23;2;0.46;0.46;0;0.0;0.0;1;0.23;0.23;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2;0.46;0.46;1;0.23;0.23;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ELBURGO/BURGELU;"	021";"	01";"	001";"	U";511;231;2;229;1;228;280;38;16.67;16.59;51;22.37;22.27;59;25.88;25.76;32;14.04;13.97;7;3.07;3.06;4;1.75;1.75;15;6.58;6.55;8;3.51;3.49;3;1.32;1.31;4;1.75;1.75;2;0.88;0.87;0;0.0;0.0;1;0.44;0.44;0;0.0;0.0;0;0.0;0.0;1;0.44;0.44;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.44;0.44;1;0.44;0.44;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.44;0.44;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ELCIEGO;"	022";"	01";"	001";"	U";735;433;9;424;2;422;302;45;10.66;10.61;143;33.89;33.73;67;15.88;15.8;109;25.83;25.71;17;4.03;4.01;6;1.42;1.42;18;4.27;4.25;5;1.18;1.18;2;0.47;0.47;3;0.71;0.71;1;0.24;0.24;1;0.24;0.24;1;0.24;0.24;0;0.0;0.0;0;0.0;0.0;1;0.24;0.24;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.24;0.24;1;0.24;0.24;0;0.0;0.0;1;0.24;0.24;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ELVILLAR/BILAR;"	023";"	01";"	001";"	U";264;156;2;154;2;152;108;34;22.37;22.08;13;8.55;8.44;54;35.53;35.06;36;23.68;23.38;0;0.0;0.0;5;3.29;3.25;7;4.61;4.55;2;1.32;1.3;0;0.0;0.0;1;0.66;0.65;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;ERRIBERAGOITIA/RIBERA ALTA;"	046";"	01";"	001";"	U";691;337;4;333;2;331;354;63;19.03;18.92;71;21.45;21.32;83;25.08;24.92;56;16.92;16.82;11;3.32;3.3;17;5.14;5.11;17;5.14;5.11;4;1.21;1.2;1;0.3;0.3;2;0.6;0.6;0;0.0;0.0;1;0.3;0.3;2;0.6;0.6;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.3;0.3;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;HARANA/VALLE DE ARANA;"	056";"	01";"	001";"	U";189;84;1;83;;83;105;23;27.71;27.71;12;14.46;14.46;32;38.55;38.55;6;7.23;7.23;2;2.41;2.41;1;1.2;1.2;1;1.2;1.2;4;4.82;4.82;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.2;1.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;1.2;1.2;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;IRUÑA OKA/IRUÑA DE OCA;"	901";"	01";"	001";"	A";579;235;2;233;;233;344;40;17.17;17.17;90;38.63;38.63;25;10.73;10.73;38;16.31;16.31;3;1.29;1.29;5;2.15;2.15;13;5.58;5.58;9;3.86;3.86;2;0.86;0.86;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.43;0.43;0;0.0;0.0;1;0.43;0.43;1;0.43;0.43;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.43;0.43;1;0.43;0.43;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.43;0.43;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;1;0.43;0.43;0;0.0;0.0;1;0.43;0.43;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
Álava;IRUÑA OKA/IRUÑA DE OCA;"	901";"	01";"	001";"	B";644;273;8;265;1;264;371;35;13.26;13.21;93;35.23;35.09;36;13.64;13.58;41;15.53;15.47;6;2.27;2.26;15;5.68;5.66;21;7.95;7.92;5;1.89;1.89;3;1.14;1.13;4;1.52;1.51;0;0.0;0.0;1;0.38;0.38;1;0.38;0.38;1;0.38;0.38;0;0.0;0.0;1;0.38;0.38;0;0.0;0.0;1;0.38;0.38;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
