TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,HB,EB,CDS,EKA,AR,LVE,PH,ARM-ADE,PTE-UC,FE-JONS,PCPE-EHAC,F.N.,UNA,CIU,BNG,LA,P.A.,CSD,EE...(E89),FPR,PNV...(E89),AV-MEC,BACTERIA,PED,EA...(E89),EPV,PST-PORE,PV,IDE,LB
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,7,B,703,437,3,434,3,431,266,95,46,74,9,27,0,0,3,0,7,2,1,0,0,0,0,0,0,1,2,31,1,85,2,,0,40,1,2,0,0,0
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,7,C,686,404,3,401,5,396,282,74,49,89,5,14,0,0,1,1,3,0,1,0,1,0,1,1,0,1,3,37,0,78,2,,0,29,0,2,0,0,4
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,8,A,646,386,2,384,3,381,260,76,24,115,5,17,0,1,2,1,2,4,1,3,0,0,0,0,0,1,4,15,0,64,0,,0,41,0,1,0,0,4
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,8,B,591,354,3,348,3,345,237,82,12,95,9,14,0,0,4,2,3,4,0,5,0,0,0,0,0,2,2,27,0,47,0,,0,39,0,0,0,0,1
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,8,C,693,397,6,391,3,388,296,86,18,81,1,18,1,1,10,0,4,6,1,0,0,0,0,2,1,0,3,25,0,76,0,,1,48,0,3,0,0,2
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,9,A,786,501,6,495,12,483,285,70,43,118,6,28,1,0,3,0,8,0,3,3,0,0,0,0,0,0,1,41,0,85,0,,0,72,0,0,0,0,1
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,9,B,848,546,6,540,6,534,302,72,52,165,6,21,1,0,9,4,3,0,1,2,0,0,0,0,0,0,0,51,0,86,0,,0,54,1,0,0,0,6
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,10,A,586,316,14,20,4,16,270,44,20,97,9,6,1,0,1,0,5,2,0,0,0,0,0,0,1,2,0,19,0,56,0,,0,40,1,0,0,0,4
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,10,B,652,362,3,359,1,358,290,67,26,86,5,14,0,1,4,1,8,1,0,1,0,0,0,0,1,1,0,14,0,69,2,,1,50,2,0,0,0,4
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,11,A,445,249,,249,,249,196,19,6,54,3,11,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,9,0,89,0,,0,52,0,0,0,0,0
ARABA-ÁLAVA,036,LAUDIO / LLODIO,1,11,B,394,209,3,206,2,204,185,25,8,50,1,13,0,0,1,0,2,2,0,0,0,0,0,2,0,0,0,12,1,54,0,,0,32,0,1,0,0,0
ARABA-ÁLAVA,037,ARRAIA-MAEZTU,1,1,U,696,321,0,321,5,316,375,57,32,33,1,12,2,1,3,1,9,1,0,1,0,0,1,0,0,0,1,13,0,116,0,,0,28,0,0,0,2,2
ARABA-ÁLAVA,039,MOREDA DE ÁLAVA,1,1,U,260,168,0,168,5,163,92,70,27,4,0,3,0,0,2,1,10,1,0,0,0,0,0,0,0,0,0,8,0,33,0,,0,2,1,0,0,0,1
ARABA-ÁLAVA,041,NAVARIDAS,1,1,U,187,121,0,121,6,115,66,13,41,2,0,2,0,0,1,1,9,1,2,0,0,0,0,0,0,0,0,4,0,17,0,,0,18,2,0,0,1,1
ARABA-ÁLAVA,042,OKONDO,1,1,U,614,422,7,415,2,413,192,11,56,92,0,1,0,0,1,1,2,0,0,0,0,0,2,1,0,0,0,9,0,174,0,,0,59,4,0,0,0,0
ARABA-ÁLAVA,043,OYÓN-OION,1,1,U,881,549,10,539,0,539,332,116,106,78,10,22,0,0,2,0,24,0,0,1,0,1,0,0,0,1,4,31,0,120,3,,1,16,0,0,0,0,1
ARABA-ÁLAVA,043,OYÓN-OION,1,2,U,875,561,8,553,6,547,314,143,121,56,11,16,1,0,3,0,16,4,0,2,1,0,0,0,0,1,0,49,0,89,1,,0,27,0,2,0,1,3
ARABA-ÁLAVA,044,PEÑACERRADA-URIZAHARRA,1,1,U,208,128,1,127,1,126,80,16,32,11,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,51,0,,0,1,0,0,0,0,0
ARABA-ÁLAVA,046,RIBERA ALTA,1,1,U,476,254,5,249,4,245,222,39,66,23,0,9,2,0,1,1,1,0,0,0,0,0,0,1,0,0,1,12,0,64,1,,0,21,0,0,0,0,3
ARABA-ÁLAVA,047,RIBERA BAJA / ERRIBERA BEITIA,1,1,U,345,212,4,209,1,208,133,28,50,8,0,29,0,0,2,0,3,2,0,0,1,0,0,0,0,0,2,20,0,60,0,,0,1,2,0,0,0,0
ARABA-ÁLAVA,049,AÑANA,1,1,U,173,130,3,131,1,130,43,28,20,18,1,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9,0,36,0,,0,7,0,0,0,0,0
ARABA-ÁLAVA,051,SALVATIERRA / AGURAIN,1,1,U,592,346,2,344,8,336,246,35,27,84,4,10,0,0,1,2,2,2,0,1,0,0,0,1,0,1,0,24,1,70,0,,0,67,0,1,0,1,2
ARABA-ÁLAVA,051,SALVATIERRA / AGURAIN,1,2,U,588,375,11,375,6,369,213,59,22,51,0,7,0,1,4,1,2,3,0,0,1,0,0,0,0,0,0,25,1,110,4,,0,64,1,0,0,0,2
ARABA-ÁLAVA,051,SALVATIERRA / AGURAIN,1,3,A,753,466,12,454,10,444,287,128,19,69,9,15,0,0,5,2,2,15,0,2,0,1,0,1,0,1,3,31,1,62,1,,0,74,0,3,0,0,0
ARABA-ÁLAVA,051,SALVATIERRA / AGURAIN,1,3,B,812,508,2,506,13,493,304,120,24,91,13,21,1,0,5,1,5,14,0,1,1,2,0,0,0,0,1,27,2,79,1,,0,78,2,0,0,0,4
ARABA-ÁLAVA,052,SAMANIEGO,1,1,U,246,144,1,143,0,143,102,45,17,31,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,34,0,,0,2,0,0,0,0,2
ARABA-ÁLAVA,053,SAN MILLÁN / DONEMILIAGA,1,1,U,654,272,4,268,6,262,382,16,32,51,2,12,1,1,1,1,2,0,0,0,0,5,2,0,0,1,0,17,0,72,2,,0,34,2,1,0,3,4
ARABA-ÁLAVA,054,URKABUSTAIZ,1,1,U,709,459,9,450,10,440,250,39,57,118,6,13,0,0,5,2,10,1,1,1,1,0,1,0,0,0,2,32,2,111,0,,0,35,0,0,0,0,2
ARABA-ÁLAVA,055,VALDEGOVÍA / GAUBEA,1,1,A,277,156,3,153,2,151,121,19,47,17,0,0,0,0,0,0,5,0,3,1,1,0,5,0,0,0,0,7,1,37,0,,1,6,1,0,0,0,0
ARABA-ÁLAVA,055,VALDEGOVÍA / GAUBEA,1,1,B,310,162,0,162,4,158,148,22,38,22,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,14,0,43,0,,3,11,0,0,0,0,0
ARABA-ÁLAVA,055,VALDEGOVÍA / GAUBEA,1,1,C,199,116,0,118,2,116,83,29,31,18,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,2,0,19,0,,0,0,0,1,0,1,0
ARABA-ÁLAVA,056,HARANA / VALLE DE ARANA,1,1,U,371,139,0,139,1,138,232,13,39,14,0,5,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,2,54,0,,0,5,0,0,0,0,0
ARABA-ÁLAVA,057,VILLABUENA DE ÁLAVA / ESKUERNAGA,1,1,U,294,229,2,227,3,224,65,5,43,29,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,110,0,,0,33,0,0,0,0,0
ARABA-ÁLAVA,058,LEGUTIANO,1,1,A,481,285,6,279,3,276,196,36,18,67,7,5,0,1,1,0,3,0,1,0,0,0,0,0,0,0,1,12,0,68,0,,0,53,0,0,0,0,3
ARABA-ÁLAVA,058,LEGUTIANO,1,1,B,517,300,5,295,1,294,217,47,12,74,7,4,0,2,5,0,1,0,1,1,0,0,0,0,0,0,0,9,0,82,0,,0,46,0,1,0,0,2
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,1,U,541,298,2,296,0,296,243,52,44,60,3,11,2,0,3,0,7,5,0,1,0,0,0,0,0,1,0,25,0,30,0,,3,45,2,1,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,2,U,577,287,10,277,4,273,290,64,36,59,6,6,0,0,6,1,6,2,0,0,1,0,0,0,0,2,0,19,1,28,0,,0,32,0,0,0,0,4
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,3,U,800,416,8,408,9,399,384,122,46,84,6,11,1,1,2,0,3,9,0,4,1,1,0,1,0,1,3,19,1,38,1,,0,38,2,1,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,4,U,610,282,,282,,282,328,84,25,72,6,11,1,1,5,0,7,1,0,0,1,0,0,1,0,0,2,22,3,33,2,,0,0,0,2,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,5,U,766,449,17,432,4,428,317,88,69,93,4,29,0,1,3,0,7,3,0,1,0,1,0,0,0,0,3,28,0,35,0,,0,57,0,1,0,0,5
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,6,U,557,308,12,296,2,294,249,71,21,66,9,21,0,0,1,2,8,7,1,2,2,0,1,0,0,0,0,15,1,30,2,,0,33,0,0,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,7,U,847,482,12,470,3,467,365,114,58,81,7,30,0,4,8,0,10,2,0,0,0,0,0,0,0,1,3,25,1,47,1,,1,63,2,0,0,0,9
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,8,A,607,315,6,309,3,306,292,61,38,54,3,18,0,0,7,1,5,1,1,1,0,1,1,0,1,0,1,25,0,35,1,,0,46,1,1,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,8,B,691,372,10,362,4,358,319,91,53,43,5,21,0,0,2,0,6,1,1,0,0,1,0,0,0,0,1,45,0,41,1,,0,40,2,2,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,9,U,821,459,2,457,3,454,362,75,112,79,5,22,4,0,4,0,9,2,0,0,0,1,1,1,0,0,5,14,1,53,0,,1,74,0,0,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,10,U,608,339,9,330,12,318,269,71,41,81,3,17,0,1,7,0,4,2,0,0,2,0,0,1,0,0,3,23,0,36,0,,0,22,0,1,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,1,11,U,639,333,7,226,3,223,306,75,32,72,3,20,1,0,1,1,7,2,1,3,0,0,1,2,0,0,0,23,0,37,0,,0,2,3,0,0,0,4
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,1,U,637,386,0,386,11,375,251,53,128,26,13,13,1,1,8,0,20,0,0,0,0,1,0,0,0,0,1,30,0,37,0,,0,37,0,0,0,0,6
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,2,A,671,398,2,387,2,385,273,30,160,14,2,11,1,0,4,1,19,0,0,0,6,0,0,0,0,0,0,29,0,42,0,,0,61,0,0,0,0,5
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,2,B,652,377,4,373,5,368,275,39,148,16,3,14,1,0,4,0,26,2,0,0,4,0,1,0,0,0,0,17,0,45,0,,0,44,2,0,0,0,2
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,3,A,523,238,1,282,6,276,285,25,88,26,0,10,0,0,2,0,10,3,0,0,2,0,0,0,0,0,0,24,0,41,0,,0,43,1,0,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,3,B,604,365,7,358,3,355,239,43,109,35,3,15,0,0,1,0,13,2,0,0,2,1,1,0,0,0,1,32,0,55,0,,0,39,0,0,0,1,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,4,U,900,503,2,501,7,494,397,61,164,34,5,45,2,0,3,1,23,2,0,0,3,0,0,0,0,0,0,25,0,61,0,,0,59,0,2,0,0,4
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,5,U,580,309,2,307,1,306,271,29,101,24,1,25,0,0,2,0,12,0,0,0,3,0,0,0,0,1,0,19,0,35,0,,0,45,1,0,0,0,8
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,6,A,730,416,3,413,5,408,314,41,133,20,1,18,1,0,1,0,18,2,0,0,1,0,1,0,0,0,0,37,0,75,0,,1,51,0,0,0,0,7
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,6,B,756,458,1,457,5,452,298,53,147,28,1,27,0,0,7,0,21,2,0,0,1,0,0,0,0,0,0,48,0,55,0,,1,52,2,1,0,0,6
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,7,A,622,363,2,361,2,359,259,46,118,29,2,9,0,0,6,1,22,1,1,0,0,0,0,0,1,0,2,28,0,57,0,,0,34,2,0,0,0,0
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,2,7,B,599,365,2,373,5,368,234,52,135,26,3,9,0,0,5,0,11,3,0,1,2,1,0,0,0,0,2,26,0,48,1,,0,41,0,0,0,0,2
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,1,U,522,301,4,297,3,294,221,35,107,28,2,12,0,0,5,0,12,0,1,0,4,0,0,0,0,0,0,32,0,28,0,,0,22,2,0,0,0,4
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,2,U,761,458,3,457,10,447,303,50,77,59,3,14,1,0,14,0,4,1,0,0,2,0,0,0,0,0,0,70,0,80,0,,0,69,1,1,0,0,0
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,3,A,640,379,3,376,7,369,261,53,111,32,4,11,0,0,7,0,15,0,0,2,2,0,0,0,0,0,1,35,0,56,1,,0,35,1,0,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,3,B,618,379,5,379,5,374,239,48,128,32,4,10,4,0,6,0,11,0,0,0,0,0,0,0,0,0,0,46,0,47,0,,0,36,2,0,0,0,0
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,4,A,515,294,1,293,2,291,221,42,75,32,6,7,0,0,5,0,13,1,0,0,1,0,1,0,0,0,1,50,0,32,0,,0,23,0,0,0,0,2
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,4,B,553,312,2,310,2,308,241,60,69,21,4,11,1,0,5,0,17,0,0,1,1,0,0,0,0,0,0,32,0,44,1,,1,30,4,0,0,0,6
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,4,C,579,357,10,347,4,343,222,50,62,35,8,16,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,49,0,59,0,,1,36,1,0,0,0,6
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,5,U,872,500,5,495,5,490,372,76,122,56,4,21,0,0,4,0,11,2,1,1,0,0,0,0,0,0,0,49,0,73,1,,0,61,1,0,0,0,7
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,6,U,839,508,5,503,6,497,331,101,101,49,6,26,0,0,5,2,13,0,0,0,6,0,0,0,0,0,1,55,0,72,1,,0,52,1,0,0,0,6
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,7,U,861,466,1,465,4,461,395,80,93,46,4,29,1,1,10,2,11,3,0,0,7,0,0,0,0,0,0,35,0,53,0,,0,66,4,0,0,0,6
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,8,U,994,596,3,593,10,583,398,117,92,48,5,29,4,0,3,0,25,5,3,0,0,0,2,0,0,1,2,70,2,76,2,,0,88,4,1,0,1,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,9,A,663,356,1,355,5,350,307,67,55,40,6,20,0,1,4,1,10,3,2,0,0,0,0,0,1,0,2,44,0,53,0,,1,28,1,1,0,0,10
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,9,B,699,422,3,419,3,416,277,76,61,52,11,39,0,1,7,1,9,5,1,1,2,0,0,0,1,0,5,44,1,50,2,,0,40,2,1,0,0,6
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,10,A,674,389,10,379,3,376,285,65,77,34,5,24,0,1,5,1,9,7,2,0,0,0,0,1,0,0,0,37,0,52,1,,0,44,3,1,0,1,6
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,10,B,712,404,5,399,10,389,308,72,75,51,7,23,0,0,7,1,6,5,0,0,0,0,1,0,1,0,1,45,0,48,1,,0,41,0,1,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,11,A,509,268,3,266,1,265,241,39,80,21,2,13,0,0,1,1,17,0,0,1,1,0,0,0,0,0,1,22,0,36,0,,2,22,2,0,0,0,4
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,11,B,593,315,1,314,5,309,278,43,76,27,3,20,0,0,2,0,13,3,0,0,1,0,0,0,0,0,2,33,0,47,1,,0,28,2,0,0,0,8
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,12,U,867,467,7,460,8,452,400,71,88,52,12,13,0,0,7,0,5,0,1,2,0,1,0,1,0,0,2,52,1,81,0,,0,57,2,0,0,0,4
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,13,U,958,521,7,514,4,510,437,93,83,60,12,35,0,0,7,1,15,2,0,0,0,0,0,0,0,0,0,70,0,67,1,,0,52,0,1,0,2,9
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,14,A,520,299,2,297,8,289,221,79,30,49,7,15,1,0,5,0,1,5,0,0,1,0,1,0,0,0,3,25,2,31,1,,0,28,0,2,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,14,B,561,310,1,309,3,306,251,64,22,59,6,15,2,1,5,1,4,10,0,1,0,0,1,0,0,0,5,29,2,35,1,,0,40,1,2,0,0,0
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,15,A,478,264,2,262,3,259,214,62,27,53,4,12,0,1,0,2,2,2,0,0,0,0,0,0,0,0,1,26,0,36,1,,0,27,0,2,0,0,0
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,15,B,578,330,1,329,1,328,248,66,26,67,9,14,0,0,3,1,4,4,0,0,0,0,0,2,0,1,2,45,1,42,0,,0,39,0,1,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,16,U,851,474,0,474,6,468,377,117,61,58,9,26,1,0,4,0,9,1,0,0,0,0,2,1,1,0,4,56,0,60,2,,0,43,4,1,0,0,8
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,17,A,664,363,4,359,4,355,301,85,50,41,14,28,0,0,7,1,5,1,0,0,0,1,0,0,1,0,1,49,0,42,0,,0,26,0,2,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,17,B,803,469,3,466,4,462,334,119,53,62,5,35,0,0,6,0,1,4,0,1,1,0,1,0,0,0,2,45,0,65,1,,0,46,2,0,0,0,8
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,18,A,651,396,10,392,6,386,255,115,37,50,4,42,0,2,8,1,9,5,0,0,0,0,0,0,1,0,2,35,0,33,1,,0,30,0,0,0,0,5
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,18,B,679,388,3,385,7,378,291,115,20,57,12,34,0,1,5,1,9,4,0,1,0,0,2,0,0,1,2,42,0,34,2,,0,32,2,0,0,0,2
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,19,U,898,556,5,551,15,536,342,139,51,88,11,46,2,2,13,0,8,6,1,1,1,1,0,1,0,0,3,54,0,50,0,,1,45,1,2,0,0,8
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,20,A,702,418,2,416,11,405,284,140,53,33,3,35,0,0,8,1,12,2,0,1,0,1,0,2,0,0,4,37,0,42,2,,1,23,1,2,0,0,2
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,20,B,731,427,9,418,6,412,304,143,56,21,8,37,0,0,8,1,11,5,0,2,1,0,0,0,0,0,5,52,0,35,2,,0,18,3,1,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,21,U,953,522,,522,,522,431,108,91,70,12,39,0,0,10,1,11,0,1,1,1,1,1,0,0,0,7,65,1,55,2,,0,43,0,0,0,0,2
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,22,A,588,335,2,333,6,327,253,99,31,39,7,36,0,0,10,1,4,2,1,1,0,0,0,0,0,1,0,40,0,25,1,,0,22,2,1,0,0,4
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,22,B,596,340,4,336,8,328,256,93,40,33,10,25,0,0,10,0,4,2,1,3,0,0,0,0,0,0,0,39,1,32,0,,0,32,1,0,0,0,2
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,23,A,548,334,6,328,4,324,214,84,31,36,6,37,0,0,8,0,8,3,0,3,0,0,0,0,0,1,4,24,0,45,2,,0,28,0,0,0,2,2
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,23,B,595,356,6,350,5,345,239,96,25,29,6,30,0,0,8,0,16,5,1,3,0,1,0,1,0,0,2,0,0,40,2,,0,42,0,1,0,0,7
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,24,A,721,435,4,431,6,425,286,85,64,34,11,40,1,0,5,0,15,1,0,0,0,1,0,0,0,0,2,41,1,57,2,,0,53,1,0,0,0,11
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,24,B,680,422,4,418,4,414,258,92,59,44,4,20,0,1,3,0,9,0,0,0,0,0,0,1,0,0,1,66,2,52,1,,0,52,1,0,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,25,A,833,470,2,468,2,466,363,74,59,43,8,30,0,0,3,0,14,0,0,0,0,0,0,0,1,1,1,100,0,65,1,,0,50,4,1,0,0,11
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,25,B,879,486,2,484,7,477,393,95,54,44,11,38,0,0,7,0,11,3,1,2,0,0,0,0,0,0,2,91,0,61,0,,0,47,4,0,0,0,6
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,25,C,877,496,2,494,7,487,381,63,38,58,14,29,0,0,2,0,14,7,0,0,1,0,0,0,0,0,2,118,0,70,2,,0,47,4,1,0,2,15
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,26,A,743,440,2,438,10,428,303,66,88,30,7,42,0,0,5,0,26,4,0,0,2,0,1,0,0,0,3,61,1,53,0,,1,32,2,0,0,0,4
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,26,B,651,382,2,380,0,380,269,72,87,30,5,21,0,0,9,1,15,2,0,0,1,1,2,1,0,0,0,49,0,46,0,,0,37,4,1,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,27,A,575,347,6,341,3,338,228,110,38,37,5,33,0,1,1,1,3,1,0,1,0,0,0,0,0,3,1,43,0,27,3,,0,18,4,3,0,0,5
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,27,B,631,381,,381,,381,250,124,39,36,5,38,1,1,4,1,6,4,0,2,1,0,2,0,0,0,1,51,0,30,3,,1,27,2,1,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,28,A,570,330,3,327,6,321,240,139,23,30,3,32,0,1,3,0,4,3,0,2,1,1,0,0,0,0,6,23,0,26,1,,0,16,2,1,0,1,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,28,B,570,333,10,323,4,319,237,126,20,30,5,26,0,0,6,0,4,3,1,2,1,1,1,0,0,0,10,28,1,30,1,,0,16,0,3,0,0,4
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,29,U,850,505,3,502,14,488,345,153,61,45,5,45,0,0,0,2,11,1,0,0,0,0,0,3,0,0,3,51,0,58,1,,0,36,1,2,0,1,9
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,30,U,1045,598,1,597,10,587,447,61,154,36,7,41,0,0,3,0,33,0,0,0,2,0,0,0,0,3,0,81,0,96,0,,0,60,5,0,0,0,5
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,31,A,613,369,1,368,1,367,244,57,67,31,8,27,0,0,5,0,14,2,0,0,0,0,0,0,0,0,2,27,0,62,1,,0,57,1,1,0,0,5
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,31,B,599,325,1,324,4,320,274,43,69,43,2,14,0,0,3,0,16,0,0,1,1,0,0,1,0,0,2,28,0,57,0,,1,37,0,0,0,0,2
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,32,A,730,410,3,407,4,403,320,94,71,35,1,15,0,0,8,0,9,2,1,0,2,1,0,1,0,0,2,41,2,68,0,,0,48,1,0,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,32,B,732,430,8,422,6,416,302,113,61,34,5,20,0,0,3,0,9,1,0,0,2,0,0,0,0,0,1,55,0,60,1,,0,42,4,2,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,33,A,581,330,4,326,3,323,251,37,83,34,0,14,0,0,4,1,8,0,0,0,0,0,0,0,0,0,2,53,0,43,0,,1,38,0,0,0,0,5
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,33,B,576,329,4,329,9,320,247,44,68,45,3,16,1,1,3,2,3,1,0,0,2,0,0,0,0,0,0,46,0,45,0,,1,35,1,0,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,33,C,555,333,4,329,4,325,222,54,96,29,4,9,0,0,3,0,6,0,0,0,1,0,0,0,0,0,1,45,0,38,0,,0,33,0,0,0,1,5
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,34,U,880,541,6,535,14,521,339,223,45,34,11,44,0,0,8,0,7,4,1,0,1,1,0,2,0,1,1,53,0,45,0,,1,25,2,2,0,0,10
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,35,A,589,377,3,374,2,372,212,107,37,45,28,26,0,0,2,1,6,5,0,0,0,0,0,0,0,1,6,29,0,36,0,,0,32,3,2,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,35,B,624,387,5,382,9,373,237,111,29,42,10,20,0,0,7,0,6,6,0,1,0,0,0,0,1,1,1,47,0,43,0,,1,34,2,3,0,0,8
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,36,U,753,412,2,410,10,400,341,94,66,29,22,29,1,0,3,0,9,6,1,0,0,0,0,0,0,0,4,56,0,50,0,,0,24,1,2,0,0,3
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,37,U,994,579,4,575,12,563,415,127,81,75,4,35,1,0,2,1,14,5,0,1,0,0,1,0,0,0,3,68,3,67,6,,2,52,5,0,0,0,10
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,38,A,582,350,1,349,4,345,232,115,40,24,9,36,1,0,5,0,9,1,1,2,0,0,0,0,0,0,4,32,0,43,1,,0,20,0,1,0,0,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,38,B,576,371,1,370,3,367,205,121,29,34,18,32,1,0,8,1,8,3,0,1,0,0,0,0,1,0,1,26,0,47,1,,0,29,1,1,0,0,4
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,39,U,1046,612,2,609,9,600,434,202,59,64,7,40,0,1,7,0,11,4,1,3,0,0,1,1,0,0,1,70,1,65,0,,0,42,0,5,0,2,1
ARABA-ÁLAVA,059,VITORIA-GASTEIZ,3,40,A,647,356,2,354,13,341,291,62,34,45,7,30,0,0,4,0,3,2,0,1,1,0,0,0,0,0,0,65,1,48,0,,0,36,2,0,0,0,0
