TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,EB,CDS,EKA,PH,FE-JONS,POSI,PREPAL,PADE,TC-PNC,DN,FE,ARALAR,PNV...(E04),N.I.V.,CUP,UCL,EA...(E04),NOS-UP,EC,PUM+J,PFYV,PASOC,PCPE-LI.(LIT-CI),CL,P.CANNABIS,CE...(E04),FA,PARADOS,B-GV
BIZKAIA,020,BILBAO,7,30,U,871,295,12,283,0,283,576,101,61,17,0,0,0,0,1,0,0,0,0,0,1,91,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,1
BIZKAIA,020,BILBAO,7,31,U,643,286,25,261,0,261,357,106,54,18,0,0,0,0,0,0,0,0,0,0,4,70,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,7,32,A,593,260,12,248,0,248,333,90,79,19,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
BIZKAIA,020,BILBAO,7,32,B,642,281,15,266,0,266,361,115,71,16,0,0,0,0,0,0,0,0,0,0,1,56,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
BIZKAIA,020,BILBAO,7,33,U,967,379,18,361,2,359,588,161,85,12,0,0,0,0,1,0,0,0,0,0,0,85,1,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,020,BILBAO,7,34,U,883,326,42,284,1,283,557,87,50,20,0,0,0,0,0,0,0,0,0,0,1,113,1,0,0,7,0,0,0,0,0,0,0,2,1,0,0,1
BIZKAIA,020,BILBAO,7,35,A,739,273,12,261,0,261,466,90,71,13,0,0,0,0,0,1,0,0,1,0,3,68,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,3
BIZKAIA,020,BILBAO,7,35,B,729,284,6,278,1,277,445,104,80,19,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,7,36,U,791,292,15,277,2,275,499,137,59,23,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,6,0,1,1,1,1,0,1,1,2,0,0,2
BIZKAIA,020,BILBAO,7,37,U,724,236,14,222,0,222,488,125,31,9,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0
BIZKAIA,020,BILBAO,7,38,A,586,204,12,192,3,189,382,86,45,11,0,0,1,0,0,0,0,0,0,0,1,39,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
BIZKAIA,020,BILBAO,7,38,B,646,239,18,221,1,220,407,99,51,17,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,7,39,U,670,268,14,254,0,254,402,146,42,12,0,0,0,0,2,0,0,0,1,0,0,40,1,0,0,2,0,0,2,0,2,0,0,1,0,0,2,1
BIZKAIA,020,BILBAO,7,40,U,950,322,15,307,1,306,628,161,61,17,0,0,0,0,5,0,0,0,0,1,0,54,1,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0
BIZKAIA,020,BILBAO,8,1,A,609,234,22,212,1,211,375,84,36,9,0,0,0,0,0,0,0,0,0,0,0,69,1,0,0,6,0,0,2,0,0,0,0,3,0,0,0,1
BIZKAIA,020,BILBAO,8,1,B,648,240,24,216,1,215,408,80,41,12,0,0,0,0,1,0,0,0,0,0,0,77,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,8,2,A,729,275,20,255,0,255,454,79,51,14,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
BIZKAIA,020,BILBAO,8,2,B,857,328,15,313,2,311,529,113,49,18,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
BIZKAIA,020,BILBAO,8,3,A,599,254,29,225,1,224,345,96,52,9,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1
BIZKAIA,020,BILBAO,8,3,B,629,252,27,225,0,225,377,78,44,14,0,0,2,0,1,0,0,0,0,1,0,81,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,8,4,A,612,260,19,241,1,240,352,91,58,11,0,0,0,0,0,1,0,0,0,0,0,74,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1
BIZKAIA,020,BILBAO,8,4,B,700,262,17,245,2,243,438,97,50,17,0,0,0,0,1,0,0,0,0,0,1,66,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,2
BIZKAIA,020,BILBAO,8,5,A,575,231,31,200,1,199,344,90,31,9,0,0,0,0,0,1,0,0,0,0,1,60,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
BIZKAIA,020,BILBAO,8,5,B,620,245,22,223,1,222,375,86,41,13,0,0,0,0,1,0,0,0,0,0,2,71,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,2
BIZKAIA,020,BILBAO,8,6,U,916,361,24,337,3,334,555,139,54,18,0,0,0,0,1,0,0,0,0,0,0,113,0,0,0,2,0,0,1,0,3,0,0,2,0,0,1,0
BIZKAIA,020,BILBAO,8,7,A,678,207,11,196,0,196,471,61,50,15,0,0,0,0,0,0,0,0,0,0,2,62,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0
BIZKAIA,020,BILBAO,8,7,B,702,225,25,200,1,199,477,76,47,15,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,1
BIZKAIA,020,BILBAO,8,8,A,693,262,25,237,0,237,431,77,44,21,0,0,0,0,0,0,0,0,0,0,2,87,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0
BIZKAIA,020,BILBAO,8,8,B,749,265,29,236,5,231,484,92,47,11,0,0,0,0,0,0,0,1,0,0,1,73,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0
BIZKAIA,020,BILBAO,8,9,U,727,243,28,215,2,213,484,74,52,8,0,0,0,0,0,1,0,0,0,0,0,68,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0
BIZKAIA,020,BILBAO,8,10,A,495,210,12,198,1,197,285,72,51,7,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0
BIZKAIA,020,BILBAO,8,10,B,634,242,34,208,0,208,392,77,68,12,0,1,0,0,0,0,0,0,0,0,0,44,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,8,12,U,927,458,57,401,2,399,469,87,51,16,0,0,0,0,1,0,0,0,1,0,2,229,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1
BIZKAIA,020,BILBAO,8,13,A,503,172,4,168,2,166,331,62,56,7,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2
BIZKAIA,020,BILBAO,8,13,B,717,229,9,220,1,219,488,56,91,6,1,1,0,0,0,1,0,0,0,1,0,56,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0
BIZKAIA,020,BILBAO,8,14,A,785,311,15,296,1,295,474,108,59,28,0,0,0,0,0,0,0,0,0,0,2,83,1,0,0,8,0,0,0,0,0,1,0,0,0,0,1,4
BIZKAIA,020,BILBAO,8,14,B,798,279,12,267,2,265,519,80,79,20,0,0,0,0,0,0,0,0,1,0,2,74,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,2
BIZKAIA,020,BILBAO,8,14,C,251,88,1,87,0,87,163,27,38,4,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,8,15,A,763,296,13,283,2,281,467,79,56,25,1,0,1,0,1,0,0,0,0,0,0,106,0,0,0,9,0,0,2,0,1,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,8,15,B,830,373,18,355,2,353,457,121,80,18,0,0,0,0,0,0,0,0,0,0,2,114,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2
BIZKAIA,020,BILBAO,8,16,U,679,333,7,326,0,326,346,51,112,10,0,0,1,0,0,0,0,0,0,1,1,138,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,2
BIZKAIA,020,BILBAO,8,17,U,499,255,9,246,1,245,244,46,82,8,0,0,0,0,0,0,0,0,0,0,4,87,0,0,0,16,0,0,1,0,0,1,0,0,0,0,0,0
BIZKAIA,020,BILBAO,8,18,U,1009,498,9,489,7,482,511,50,219,14,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,4
BIZKAIA,020,BILBAO,8,19,A,721,369,18,351,1,350,352,68,111,15,1,0,0,0,0,0,0,0,0,0,2,131,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1
BIZKAIA,020,BILBAO,8,19,B,732,363,16,347,2,345,369,78,103,13,0,0,0,0,1,0,0,0,0,0,2,132,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,8,20,A,684,320,20,300,1,299,364,55,98,16,0,0,0,0,0,0,0,0,0,0,3,111,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,8,20,B,729,385,16,369,1,368,344,67,122,16,1,0,0,0,0,0,0,0,0,0,3,127,2,0,0,23,0,0,1,0,0,1,0,2,0,0,0,3
BIZKAIA,020,BILBAO,8,21,U,927,419,15,404,3,401,508,97,110,20,0,0,1,0,1,0,1,0,0,0,4,146,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,020,BILBAO,8,22,A,845,413,17,396,4,392,432,87,131,16,0,0,0,0,0,0,0,0,0,0,2,137,0,0,0,12,0,2,2,0,0,0,0,3,0,0,0,0
BIZKAIA,020,BILBAO,8,22,B,880,425,24,401,4,397,455,88,130,19,0,0,0,0,1,0,0,0,0,0,1,143,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,1
BIZKAIA,020,BILBAO,8,23,A,553,267,13,254,2,252,286,69,64,6,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,020,BILBAO,8,23,B,589,260,11,249,1,248,329,66,69,7,0,0,0,0,1,0,0,0,0,0,1,93,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,1
BIZKAIA,020,BILBAO,8,24,A,889,455,23,432,3,429,434,117,116,11,0,1,0,0,0,1,0,0,0,0,3,158,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,4
BIZKAIA,020,BILBAO,8,24,B,971,429,17,412,1,411,542,115,103,16,0,0,0,0,0,2,0,0,0,0,1,149,0,0,0,21,0,0,0,0,0,0,1,3,0,0,0,0
BIZKAIA,021,BUSTURIA,1,1,U,688,428,73,355,4,351,260,8,19,5,0,0,0,0,2,0,0,0,0,0,4,252,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,021,BUSTURIA,1,2,U,809,414,101,313,0,313,395,59,16,14,1,0,0,0,0,0,0,1,0,0,3,175,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,022,KARRANTZA HARANA / VALLE DE CARRANZA,1,1,A,638,270,20,250,1,249,368,23,34,4,0,0,0,0,0,0,0,0,0,0,2,167,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,022,KARRANTZA HARANA / VALLE DE CARRANZA,1,1,B,745,304,26,278,1,277,441,36,30,5,0,0,0,0,0,0,0,0,0,0,2,192,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
BIZKAIA,022,KARRANTZA HARANA / VALLE DE CARRANZA,1,2,U,530,237,20,217,0,217,293,41,18,6,1,0,0,0,0,0,0,0,0,0,0,138,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,1
BIZKAIA,022,KARRANTZA HARANA / VALLE DE CARRANZA,2,1,U,584,168,24,144,0,144,416,9,11,2,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,023,ARTEA,1,1,U,567,390,85,305,2,303,177,3,28,3,0,0,0,0,0,0,0,0,0,0,7,180,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,024,ZEANURI,1,1,A,570,368,77,291,2,289,202,8,9,0,0,0,0,0,0,0,0,0,0,0,8,218,1,0,0,43,0,0,0,0,0,1,0,0,0,0,0,1
BIZKAIA,024,ZEANURI,1,1,B,429,285,37,248,2,246,144,6,8,0,0,0,0,0,0,0,0,0,0,0,6,186,0,0,0,38,0,0,0,0,0,2,0,0,0,0,0,0
BIZKAIA,025,ZEBERIO,1,1,A,362,203,66,137,1,136,159,5,2,3,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,5,0,0,0,0,0,2,0,3,0,0,0,0
BIZKAIA,025,ZEBERIO,1,1,B,514,310,77,233,1,232,204,10,11,8,0,0,0,0,0,0,0,0,0,0,6,187,0,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0
BIZKAIA,026,DIMA,1,1,U,950,623,221,402,3,399,327,4,16,7,0,0,0,0,0,0,0,0,0,0,5,315,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,027,DURANGO,1,1,U,677,329,64,265,2,263,348,37,57,17,0,0,0,0,0,0,0,0,1,0,10,123,1,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,027,DURANGO,1,2,U,908,473,56,417,2,415,435,58,72,16,0,1,0,0,0,1,0,0,0,0,11,231,0,0,0,20,0,0,1,0,0,0,0,0,2,0,1,1
BIZKAIA,027,DURANGO,1,3,U,818,448,53,395,3,392,370,74,83,16,0,0,0,0,1,0,0,0,0,0,17,183,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,2
BIZKAIA,027,DURANGO,1,4,U,694,282,34,248,1,247,412,53,48,19,0,3,0,0,0,0,0,0,0,0,4,106,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,027,DURANGO,2,1,U,839,414,96,318,0,318,425,70,66,9,0,0,0,0,0,0,0,0,0,0,7,147,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,027,DURANGO,2,2,A,634,296,34,262,1,261,338,49,33,12,0,0,0,0,0,0,0,0,0,0,6,141,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0
BIZKAIA,027,DURANGO,2,2,B,486,227,21,206,2,204,259,52,36,10,0,0,0,0,0,0,0,0,0,0,3,89,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0
BIZKAIA,027,DURANGO,2,3,U,776,342,49,293,2,291,434,39,48,9,0,0,0,0,0,0,0,0,0,0,13,159,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,1
BIZKAIA,027,DURANGO,3,1,A,588,328,63,265,2,263,260,40,50,6,0,0,0,0,0,0,0,0,0,0,13,139,1,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0
BIZKAIA,027,DURANGO,3,1,B,490,253,30,223,3,220,237,44,44,6,0,0,0,0,2,0,0,0,0,0,7,103,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1
BIZKAIA,027,DURANGO,3,2,U,550,211,26,185,0,185,339,66,35,8,0,0,0,0,0,0,0,0,0,0,2,61,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
BIZKAIA,027,DURANGO,3,3,U,678,328,31,297,2,295,350,87,58,22,0,0,0,0,2,0,0,0,0,0,2,112,1,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0
BIZKAIA,027,DURANGO,4,1,A,840,365,47,318,2,316,475,76,49,12,0,0,0,0,0,0,0,1,0,0,7,141,0,0,0,25,0,0,0,0,0,1,0,1,0,0,0,3
BIZKAIA,027,DURANGO,4,1,B,728,310,44,266,1,265,418,54,63,11,0,0,1,0,2,0,0,0,0,0,5,111,0,0,0,13,0,0,0,1,0,0,0,1,0,0,1,2
BIZKAIA,027,DURANGO,4,2,A,695,342,44,298,1,297,353,45,51,6,0,0,0,0,0,0,0,0,0,0,6,168,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0
BIZKAIA,027,DURANGO,4,2,B,649,283,40,243,3,240,366,35,50,9,0,0,1,0,0,0,0,0,0,0,5,116,1,0,0,19,0,0,0,0,0,1,0,1,0,0,0,2
BIZKAIA,027,DURANGO,4,3,A,916,411,62,349,1,348,505,76,70,6,0,0,0,0,0,0,0,0,0,0,3,178,0,0,0,13,0,0,1,0,0,1,0,0,0,0,0,0
BIZKAIA,027,DURANGO,4,3,B,779,328,23,305,3,302,451,93,60,11,0,1,0,0,1,0,0,0,1,0,7,117,0,0,0,8,0,0,0,0,0,2,0,1,0,0,0,0
BIZKAIA,027,DURANGO,4,4,A,752,306,38,268,1,267,446,40,49,9,0,0,0,0,0,0,0,0,0,0,7,145,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,027,DURANGO,4,4,B,633,290,34,256,1,255,343,56,36,13,0,0,0,0,0,0,0,0,0,0,4,129,0,0,0,15,0,0,1,1,0,0,0,0,0,0,0,0
BIZKAIA,027,DURANGO,4,5,A,720,286,29,257,2,255,434,37,44,19,0,0,0,0,0,0,0,0,0,0,6,127,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1
BIZKAIA,027,DURANGO,4,5,B,655,291,48,243,2,241,364,52,53,11,0,0,0,0,0,0,0,0,0,0,6,101,0,0,0,15,0,0,0,0,1,0,0,1,0,0,0,1
BIZKAIA,027,DURANGO,4,6,A,644,319,54,265,2,263,325,46,42,8,0,0,0,0,0,0,0,0,0,0,4,136,0,0,0,24,0,0,0,1,0,0,0,1,0,0,0,1
BIZKAIA,027,DURANGO,4,6,B,508,243,41,202,1,201,265,54,37,7,0,0,0,0,0,0,0,0,0,0,13,76,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2
BIZKAIA,027,DURANGO,5,1,U,627,381,31,350,3,347,246,24,84,12,0,0,0,0,0,1,0,0,0,0,10,192,0,0,0,21,0,0,0,0,1,1,0,0,0,0,0,1
BIZKAIA,027,DURANGO,5,2,A,901,372,67,305,2,303,529,68,49,18,0,0,0,0,0,0,0,0,0,0,11,140,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,027,DURANGO,5,2,B,785,319,41,278,3,275,466,65,47,11,0,0,0,0,4,0,0,0,0,0,13,120,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1
BIZKAIA,027,DURANGO,5,3,A,708,378,62,316,0,316,330,72,46,10,0,0,1,0,0,0,0,0,0,0,9,158,0,0,0,15,0,2,0,0,0,1,0,2,0,0,0,0
BIZKAIA,027,DURANGO,5,3,B,604,289,45,244,2,242,315,65,42,3,0,0,0,0,0,0,0,0,0,0,12,105,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,1
BIZKAIA,027,DURANGO,5,4,A,564,275,48,227,1,226,289,16,46,9,0,0,0,0,0,0,0,0,0,0,5,126,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,3
BIZKAIA,027,DURANGO,5,4,B,429,208,22,186,1,185,221,13,34,6,0,0,0,0,0,0,0,0,0,0,5,114,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,028,EA,1,1,U,700,478,154,324,2,322,222,2,12,3,0,0,0,0,0,0,0,0,0,0,3,247,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1
BIZKAIA,029,ETXEBARRI,1,1,A,627,287,28,259,4,255,340,66,43,12,0,0,0,0,0,0,0,0,0,0,1,114,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0
BIZKAIA,029,ETXEBARRI,1,1,B,662,289,37,252,1,251,373,72,33,6,0,0,0,1,0,0,0,0,0,0,2,112,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,1
BIZKAIA,029,ETXEBARRI,1,2,A,664,243,6,237,0,237,421,108,35,11,0,0,0,0,0,0,0,0,0,0,3,68,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0
BIZKAIA,029,ETXEBARRI,1,2,B,710,274,7,267,0,267,436,133,42,18,0,0,0,0,2,0,0,1,1,0,1,51,0,0,0,13,0,1,0,0,0,0,1,0,0,0,0,3
BIZKAIA,029,ETXEBARRI,1,3,A,466,178,3,175,0,175,288,107,27,9,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0
BIZKAIA,029,ETXEBARRI,1,3,B,467,180,7,173,0,173,287,91,49,5,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
BIZKAIA,029,ETXEBARRI,1,4,A,396,130,1,129,0,129,266,72,28,2,0,0,0,0,1,0,0,0,0,0,1,22,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
BIZKAIA,029,ETXEBARRI,1,4,B,418,132,1,131,1,130,286,62,41,5,0,0,0,0,1,1,0,1,0,0,0,14,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0
BIZKAIA,029,ETXEBARRI,1,5,A,419,190,21,169,0,169,229,43,28,5,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,1
BIZKAIA,029,ETXEBARRI,1,5,B,411,195,17,178,0,178,216,63,30,5,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0
BIZKAIA,029,ETXEBARRI,1,6,A,514,186,7,179,1,178,328,65,44,12,0,0,0,0,0,0,0,1,0,0,3,44,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,029,ETXEBARRI,1,6,B,568,190,3,187,2,185,378,87,42,11,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BIZKAIA,030,ETXEBARRIA,1,1,U,643,356,123,233,4,229,287,5,5,2,0,0,0,0,0,0,0,0,0,0,3,201,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0
BIZKAIA,031,ELANTXOBE,1,1,U,412,283,66,217,0,217,129,2,3,1,0,0,0,0,0,0,0,0,0,0,1,169,0,1,0,38,0,0,0,0,0,0,0,2,0,0,0,0
BIZKAIA,032,ELORRIO,1,1,A,687,329,87,242,3,239,358,49,26,12,0,0,0,0,0,0,0,0,0,0,8,118,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3
BIZKAIA,032,ELORRIO,1,1,B,569,273,52,221,1,220,296,55,39,15,0,0,1,0,0,0,0,0,0,0,5,90,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,1
BIZKAIA,032,ELORRIO,1,1,C,423,212,35,177,0,177,211,43,30,8,0,0,1,0,0,0,0,0,0,0,0,82,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0
BIZKAIA,032,ELORRIO,1,2,A,873,434,102,332,3,329,439,76,71,13,0,0,0,0,0,0,0,0,0,0,14,127,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,032,ELORRIO,1,2,B,672,304,56,248,3,245,368,82,42,9,0,0,0,0,0,0,0,0,0,0,5,85,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1
BIZKAIA,032,ELORRIO,1,3,A,907,447,101,346,2,344,460,75,47,10,0,0,0,0,0,0,0,0,0,0,14,168,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,032,ELORRIO,1,3,B,645,307,75,232,1,231,338,71,41,9,0,0,0,0,0,0,0,0,0,0,4,98,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,032,ELORRIO,1,4,U,617,300,85,215,4,211,317,33,24,3,0,0,1,1,0,0,0,0,0,0,5,127,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0
BIZKAIA,032,ELORRIO,1,5,U,629,329,87,242,3,239,300,18,42,5,0,0,0,0,0,0,0,0,0,0,4,154,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,033,EREÑO,1,1,U,227,140,24,116,0,116,87,3,8,5,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,1,A,614,313,22,291,1,290,301,116,74,16,0,1,0,0,0,0,0,0,0,0,6,64,0,0,0,10,0,0,0,0,1,0,0,2,0,0,0,0
BIZKAIA,034,ERMUA,1,1,B,599,274,16,258,0,258,325,114,71,12,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,034,ERMUA,1,2,A,569,262,10,252,1,251,307,104,82,11,0,0,0,0,0,0,0,1,0,0,1,46,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,2,B,455,216,9,207,0,207,239,105,77,5,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,3,A,540,240,10,230,0,230,300,112,80,10,0,0,0,0,0,1,0,0,0,0,3,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,034,ERMUA,1,3,B,582,265,5,260,2,258,317,125,95,8,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
BIZKAIA,034,ERMUA,1,3,C,511,213,5,208,1,207,298,113,71,11,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,4,A,469,211,19,192,1,191,258,62,68,8,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,4,B,383,174,12,162,1,161,209,53,61,9,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,5,A,447,200,18,182,0,182,247,64,58,5,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,5,B,431,185,25,160,1,159,246,57,53,6,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,6,A,523,220,12,208,1,207,303,97,74,8,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
BIZKAIA,034,ERMUA,1,6,B,500,215,16,199,0,199,285,96,66,10,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
BIZKAIA,034,ERMUA,1,6,C,435,172,5,167,1,166,263,79,67,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,7,A,487,226,13,213,2,211,261,98,61,18,0,0,1,0,0,1,0,1,0,0,2,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,7,B,502,233,8,225,1,224,269,115,68,13,0,0,0,1,0,0,0,0,0,0,1,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
BIZKAIA,034,ERMUA,1,7,C,475,213,9,204,1,203,262,95,61,13,0,0,0,0,1,0,0,0,0,0,5,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
